index,car_description,price,age,fuel_type,transmission,bodystyle,car_model,mileage,engine_displacement,horsepower,mileage_per_year,power_per_liter,predicted_price
7682,"Audi A3 Sportback 1.4 TFSI S tronic Attraction Pro Line, Automaat, Navigatie",,5,Petrol,Automatic,Hatchback,A3,140616,1.4,,25566.545454545456,,19750.502983352406
7683,Audi Q5 3.0 TDI quattro LEER|NAVI|XENON|CLIMA|,,10,Diesel,Automatic,SUV,Q5,192460,3.0,,18329.52380952381,,17926.562121946652
7684,Audi A3 Sportback 1.5 TFSI CoD 150pk S-tronic Sport Pro Line + MMI Navigatie + Stoelverwarming,,1,Petrol,Automatic,Hatchback,A3,3765,1.5,150.0,2510.0,100.0,40218.52250223416
7685,Audi A3 Cabriolet 1.8 TFSI Attraction,,11,Petrol,Manual,Cabriolet,A3,160962,1.8,,13996.695652173914,,11756.080745776888
7686,Audi Q3 2.0 TFSI QUATTRO BUSINESS EDITION / Navi / Comfort stoel / Bi-Xenon / PDC V+A,,6,Petrol,Automatic,SUV,Q3,132922,2.0,,20449.53846153846,,26222.491880359677
7687,Audi A5 Sportback 2.0 TDI 190pk S-tronic Launch Edition,,1,Diesel,Automatic,Hatchback,A5,19000,2.0,190.0,12666.666666666666,95.0,50414.11502856804
7688,"Audi A3 1.2 TFSI AMBITION PRO LINE S , Connectivity pakket, Half Leer, Navi",,4,Petrol,Manual,Hatchback,A3,130586,1.2,,29019.11111111111,,16642.47041369103
7689,Audi A4 1.8 TFSIe EDITION + B&O / SCHUIFDAK / SPORTSTOELEN,,6,Petrol,Manual,Sedan,A4,150207,1.8,,23108.76923076923,,17414.78201887796
7690,Audi A3 Sportback 1.8 TFSI Attraction Pro Line Business,,12,Petrol,Manual,Hatchback,A3,142528,1.8,,11402.24,,9294.334272507738
7691,"Audi Q2 1.0 TFSI 116PK Automaat Sport Pro Line / Navi / Clima / Sportstoelen / Aluminium inleg / Parkeerhulp Achter / Middenarmsteun / Bluetooth / Cruise control / 19"" Velgen",,1,Petrol,Automatic,SUV,Q2,0,1.0,116.0,0.0,116.0,40885.78923250263
7692,Audi A6 2.0 TDI Business Edition,,5,Diesel,Automatic,Station wagon,A6,84650,2.0,,15390.90909090909,,27289.34458325784
7693,"Audi A3 Sportback 1.4 TFSI S-Tronic, Navigatie, Xenon",,6,Petrol,Automatic,Hatchback,A3,119184,1.4,,18336.0,,18933.186044102455
7694,Audi A4 Cabriolet 2.4 V6 Automaat origineel NL auto,,16,Petrol,Automatic,Cabriolet,A4,215197,,,13042.242424242424,,6207.92786312494
7695,Audi A3 Cabriolet Sport Pro Line S 150 pk S-tronic,,2,Petrol,Automatic,Cabriolet,A3,20466,,150.0,8186.4,,44634.75565420625
7696,Audi SQ5 3.0 TDI BiT 313pk Tiptronic Quattro Pro Line Plus + 20'' LMV + B&O Sound,,5,Diesel,Automatic,SUV,SQ5,107579,3.0,313.0,19559.81818181818,104.33333333333333,43977.17098397347
7697,Audi A3 Limousine 1.5 TFSI 150PK Stronic S Line Edition | Pano | 18'' | Afgevlakt stuurwiel,,1,Petrol,Automatic,Sedan,A3,0,1.5,150.0,0.0,100.0,45000.011264249384
7698,Audi A6 Avant 3.0 TDI Pro Line Plus,,6,Diesel,Automatic,Station wagon,A6,226331,3.0,,34820.153846153844,,23667.234640477727
7699,Audi A3 1.6 Attraction l nieuwe apk l nette staat,,17,Petrol,Manual,Hatchback,A3,175943,,,10053.885714285714,,4052.595036841663
7700,Audi A6 2.4 5V Ambition,,19,Petrol,Automatic,Station wagon,A6,263000,,,13487.179487179486,,4158.851721325255
7701,Audi A1 Sportback 1.0 TFSI 5-bak Advance Sport,,1,Petrol,Manual,Hatchback,A1,0,1.0,,0.0,,27219.478282299195
7702,Audi A3 Sportback 1.4 TFSI Attraction Pro Line plus | Navigatie | Xenon | Dealer onderhouden,,6,Petrol,Manual,Hatchback,A3,119074,1.4,,18319.076923076922,,16479.2696455645
7703,Audi A3 SPORTBACK 1.4 TFSI Pro Line S-Tronic NAVI LEDER,,6,Petrol,Automatic,Hatchback,A3,80151,1.4,,12330.923076923076,,20261.06142565848
7704,"Audi A4 Sedan 1.8 TFSI Pro Line S 170PK [S-Line] ,Navi, Xenon, Hleer, Full",,7,Petrol,Automatic,Sedan,A4,169658,1.8,170.0,22621.066666666666,94.44444444444444,19020.424443894528
7705,Audi Q3 1.4 TFSI pro line 2x s-line,,4,Petrol,Automatic,SUV,Q3,55421,1.4,,12315.777777777777,,32278.20899579621
7706,Audi A3 Sportback 30 TFSI 116pk PRO LINE * AIRCO * NAVIGATIE * CRUISE CONTROL * VSB8139,,1,Petrol,Manual,Hatchback,A3,0,30.0,116.0,0.0,3.8666666666666667,36967.84013244486
7707,Audi A3 Limousine S Line Edition | PrivacyGlas | Zwartoptiek | 19 inch | 1.5 150 PK TFSI CoD Sport *NIEUW* (543805),,1,Petrol,Automatic,Sedan,A3,0,,150.0,0.0,,45504.06143282138
7708,Audi A1 1.2 TFSI Ambition Bi-Xenon LED Pakket Navi Airco Cruise Dealer o,,7,Petrol,Manual,Hatchback,A1,152349,1.2,,20313.2,,12231.053029924673
7709,Audi Q2 1.0 TFSI 116pk Design,,1,Petrol,Automatic,Hatchback,Q2,25120,1.0,116.0,16746.666666666668,116.0,34466.51022027327
7710,"Audi Q2 1.6 TDI Design 115pk, Airco, LED Koplampen, Navigatie voorbereiding, PDC V+A",,1,Diesel,Manual,SUV,Q2,518,1.6,115.0,345.3333333333333,71.875,36822.395032253866
7711,Audi A1 Sportback 1.4 TDI 90pk Pro Line + Climate Control + PDC,,4,Diesel,Manual,Hatchback,A1,100990,1.4,90.0,22442.222222222223,64.28571428571429,14851.214133485171
7712,Audi A6 Avant 3.0 TDI BITURBO QUATTRO PRO LINE S,,7,Diesel,Automatic,Station wagon,A6,164900,3.0,,21986.666666666668,,25222.350133492866
7713,Audi A6 2.0 TDI ultra Business Edition S-Tronic,,5,Diesel,Automatic,Station wagon,A6,189000,2.0,,34363.63636363636,,20479.79916376596
7714,Audi A3 Limousine 1.5 TFSI CoD 150pk S-tronic S-Line Edition + Panoramadak,,1,Petrol,Automatic,Sedan,A3,7000,1.5,150.0,4666.666666666667,100.0,40353.45545964761
7715,"Audi Q5 2.0 TFSI QUATTRO PRO LINE NED.AUTO, AFN.TREKHAAK, LM WIELEN, LEDER, NAVIGATIE, BI-XENON, LED VERLICHTING",,10,Petrol,Automatic,SUV,Q5,152851,2.0,,14557.238095238095,,21299.477309685946
7716,Audi A3 SPORTBACK 1.6 TDI 81KW PROLINE+,,6,Diesel,Manual,Hatchback,A3,226729,1.6,,34881.38461538462,,11285.629029136036
7717,Audi A4 Allroad 2.0 TDI Quattro Edition - Panoramadak,,2,Diesel,Automatic,Station wagon,A4,53254,2.0,,21301.6,,38187.30386856072
7718,Audi A5 Cabriolet 2.0 TFSI 155KW Pro Line Automaat,,8,Petrol,Automatic,Cabriolet,A5,97061,2.0,,11418.941176470587,,22120.787688806668
7719,Audi A7 Sportback 3.0 Tdi Quattro S-Line Luchtvering/Schuifdak/HUD/Memory/LED/Camera DSG,,7,Diesel,Automatic,Hatchback,A7,179806,3.0,,23974.133333333335,,26957.477772219412
7720,Audi RS Q3 Quattro || 310 pk || Bose geluidsintallatie || Navigatie || Leder RS interieur,,5,Petrol,Automatic,SUV,RS,75700,,310.0,13763.636363636364,,42815.192415640435
7721,Audi A3 Sportback 1.4 TFSI Attraction Pro Line | Navigatie | Parkeersensoren,,9,Petrol,Manual,Hatchback,A3,147730,1.4,,15550.526315789473,,10281.177321118399
7722,Audi A4 Allroad 3.0 TDI QUATTRO 240PK Pro Line | AUT. | PANO | NAVI |,,10,Diesel,Automatic,Station wagon,A4,241990,3.0,240.0,23046.666666666668,80.0,12976.429997046529
7723,Audi A4 2.0 Pro Line Airco Info en foto`s volgen,,14,Petrol,Manual,Sedan,A4,162459,,,11204.068965517241,,5713.028852445984
7724,"Audi A1 1,4tfsi pro line",,6,Petrol,Manual,Hatchback,A1,92626,4.0,,14250.153846153846,,32502.116139274345
7725,"Audi A3 Sportback 116PK S Line Edition S-tronic | B&O | Zwarte-dakr. | 19"" LMV",,1,Petrol,Automatic,Hatchback,A3,0,,116.0,0.0,,42257.31729494227
7726,"Audi A1 1.4 TFSI Pro line S [S-Line] s-tronic ,Xenon Led, Navi, Hleer, ECC, LMV",,8,Petrol,Automatic,Hatchback,A1,119147,1.4,,14017.29411764706,,12747.53010821846
7727,"Audi A5 Sportback 1.8 TFSI S Edition 1e eigenaar, dealer onderh.",,6,Petrol,Automatic,Hatchback,A5,99863,1.8,,15363.538461538461,,25100.08876869255
7728,"Audi A1 Sportback 1.2 TFSI PRO LINE S [S-Line] 5 drs, Navi, Xenon, Hleer, ECC, LMV",,6,Petrol,Manual,Hatchback,A1,134203,1.2,,20646.615384615383,,13673.87589967258
7729,Audi RS6 AVANT LOADED WITH OPTIONS!,,6,Petrol,Automatic,Station wagon,RS6,99873,,,15365.076923076924,,69900.9943736317
7730,Audi A3 Sportback 1.4 TFSI Ambition Pro Line 5-Deurs Clima!,,11,Petrol,Manual,Hatchback,A3,228190,1.4,,19842.608695652172,,7480.936427655893
7731,Audi A4 Limousine 2.0 TDI 150pk s-tronic Lease Edition,,2,Diesel,Automatic,Sedan,A4,37500,2.0,150.0,15000.0,75.0,36766.36083105071
7732,Audi A6 Avant 3.0BiTDI 326pk quattro Competition Luchtv PanoDak LED Bose ACC RS-zetels Lane/Side Camera,,3,Diesel,Automatic,Station wagon,A6,54770,,326.0,15648.57142857143,,63592.90092939559
7733,"Audi SQ5 Q5 313PK QUATTRO BLACK OPTIC PACK / Panodak / Adaptieve Cruise / Standkachel / Camera / Trekhaak / Alarm / 21"".",,5,Diesel,Automatic,SUV,SQ5,64496,,313.0,11726.545454545454,,48672.859678028595
7734,Audi A3 SPORTBACK 1.6 TDI ATTRACTION ADVANCE zeer nette auto!!,,7,Diesel,Manual,Hatchback,A3,188987,1.6,,25198.266666666666,,10732.505568118919
7735,Audi A4 1.6 Pro Line Trekhaak,,15,Petrol,Manual,Sedan,A4,199272,,,12856.258064516129,,3592.271103988884
7736,Audi A1 1.2 Tfsi 63kW Pro Line S-Line Xenon/Led/Leder/Navi/Bt/Ecc/Crc/Lmv,,7,Petrol,Manual,Hatchback,A1,53769,1.2,,7169.2,,13487.507653792474
7737,"Audi A3 Limousine 1.4 TFSI Aut7/S-tronic 239,- p/m! (s-line,xenon,navi)",,6,Petrol,Automatic,Sedan,A3,160076,1.4,,24627.076923076922,,19249.282202938237
7738,"Audi A6 50 Tdi 286pk Tiptronic Sport Quattro, B&O Sound, DAB, Lane+Side assist, PDC",,1,Diesel,Automatic,Sedan,A6,0,50.0,286.0,0.0,5.72,100878.27531570643
7739,Audi A4 Avant 2.0 TDI BUSINESS EDITION,,5,Diesel,Automatic,Station wagon,A4,78615,2.0,,14293.636363636364,,23279.078424715502
7740,Audi A1 1.2 TFSI Ambition Pro Line Business,,8,Petrol,Manual,Hatchback,A1,112500,1.2,,13235.29411764706,,11213.324924583849
7741,Audi A4 Avant 2.0 TFSI MHEV S-tronic S line edition,,1,Petrol,Automatic,Station wagon,A4,0,2.0,,0.0,,57028.222588120145
7742,Audi A4 2.0 TDI 150PK AUTOMAAT BUSINESS EDITION 100% DEALERONDERHOUDEN !!,,4,Diesel,Automatic,Sedan,A4,93340,2.0,150.0,20742.222222222223,75.0,25499.562340205866
7743,Audi A4 Avant 1.8 TFSI Pro Line Business,,11,Petrol,Automatic,Station wagon,A4,220292,1.8,,19155.82608695652,,8662.730487452178
7744,Audi A6 Avant 40TDI/204pk Launch edition Business · Panoramadak · Virtual Cockpit · Elek. verstelbare voorstoelen,,1,Diesel,Automatic,Sedan,A6,0,40.0,204.0,0.0,5.1,78556.82446359975
7745,Audi A4 Avant 2.0 TDI 170PK S-Line!! Navi/Xenon/Bluetooth,,12,Diesel,Manual,Station wagon,A4,256768,2.0,170.0,20541.44,85.0,6778.153601584067
7746,Audi A4 Avant Lease edition 30 TDI S tronic 122 pk,,0,Diesel,Automatic,Station wagon,A4,0,30.0,122.0,0.0,4.066666666666666,53342.64029534352
7747,"Audi A3 Sportback 1.0 TFSI Sport 116PK Cruise, Clima, Pdc | EINDEJAARSD€ALS!",,2,Petrol,Manual,Hatchback,A3,7242,1.0,116.0,2896.8,116.0,29787.413610540927
7748,Audi S1 2.0 TFSI Quattro Pro Line Plus,,3,Petrol,Manual,Hatchback,S1,47266,2.0,,13504.57142857143,,43448.66387716893
7749,Audi A6 Avant 2.0 TFSI Business Ed,,10,Petrol,Automatic,Station wagon,A6,110309,2.0,,10505.619047619048,,16689.132343996163
7750,Audi A6 Avant 2.0 TFSI PRO-line *ACTIEPRIJS*NIEUWE AUTOMAATBAK!,,11,Petrol,Automatic,Station wagon,A6,113660,2.0,,9883.478260869566,,15497.166785461835
7751,Audi A3 Limousine 1.4 TFSI CoD 150Pk S-Line 2e Eig|NL|DLR|Panoramadak|NAVI|Xenon|PDC|18inch Rotor LM,,5,Petrol,Manual,Sedan,A3,147335,1.4,150.0,26788.18181818182,107.14285714285715,19149.857557450196
7752,Audi Q2 1.4 TFSI CoD 150pk S-tronic Design Pro Line Plus,,1,Petrol,Automatic,SUV,Q2,0,1.4,150.0,0.0,107.14285714285715,43329.69931978248
7753,Audi A3 Sportback 30 TFSI Lease Edition 85 kW / 116 pk,,0,Petrol,Manual,Hatchback,A3,0,30.0,116.0,0.0,3.8666666666666667,36967.84013244486
7754,Audi A4 Avant 2.0 TDI Aut. [ xenon navi s-line 20 inch ] 2e eig.,,5,Diesel,Automatic,Station wagon,A4,193911,2.0,,35256.545454545456,,17136.40249794217
7755,"Audi A6 2.0T 252pk Auto. Navi Xenon Ecc Multi Medea Cruise Pdc 18"" Lmv Tel. Led 2.0TFSi S Tronic 2016 Org. Nl-se auto !! B- label, zeer zuinig!",,3,Petrol,Automatic,Sedan,A6,73908,2.0,252.0,21116.571428571428,126.0,45175.101279556045
7756,Audi Q7 3.0 TDI quattro Pro Line +,,11,Diesel,Automatic,Hatchback,Q7,196890,3.0,,17120.869565217392,,18448.54628859128
7757,Audi A4 Avant 3.0 TDI,,3,Diesel,Automatic,Station wagon,A4,47403,3.0,,13543.714285714286,,46201.17635353046
7758,Audi A1 Sportback 1.2 TFSI S Line Ext./ Navi/ Bi- Xenon / VOL,,5,Petrol,Manual,Hatchback,A1,69699,1.2,,12672.545454545454,,15858.945067378883
7759,"Audi A4 1.8 TFSI 170pk SPORT EDITION Automaat Navigatie** ,",,4,Petrol,Automatic,Sedan,A4,40702,1.8,170.0,9044.888888888889,94.44444444444444,27279.43669730312
7760,"Audi A3 Cabriolet 1.4 TFSI S-Tronic Navigatie 17"" Lm-velgen",,2,Petrol,Automatic,Cabriolet,A3,3550,1.4,,1420.0,,44371.530169561236
7761,Audi A3 Sportback 1.6 TDI Amb. NAVI/ACC/CLIMA/PDC/STOELVERW./LMV,,3,Diesel,Manual,Hatchback,A3,26902,1.6,,7686.285714285715,,23649.081824817033
7762,Audi A3 Sportback 1.6 TDI Attraction Business Edition 102 gram Nav Climate Cruise 200x Vw-Audi-Seat-Skoda,,8,Diesel,Manual,Hatchback,A3,203712,1.6,,23966.117647058825,,9177.314767921707
7763,Audi Q5 2.0 TDI 177pk S-Tronic 2x S-Line QUATTRO S EDITION Xenon Ecc Pdc Leder Trekhaak Camera Navigatie,,6,Diesel,Automatic,SUV,Q5,134250,2.0,177.0,20653.846153846152,88.5,28435.950159364187
7764,Audi A4 1.8 TFSI Pro Line Business Clima Navigatie,,11,Petrol,Manual,Sedan,A4,160981,1.8,,13998.347826086956,,9757.066660995426
7765,Audi A5 Sportback 1.8 TFSI 170pk Business Edition Xenon Navigatie 200x Vw-Audi-Seat-Skoda,,5,Petrol,Manual,Hatchback,A5,139885,1.8,170.0,25433.636363636364,94.44444444444444,22656.58268992178
7766,Audi A5 Sportback 2.0 TFSI 180pk Pro Line,,8,Petrol,Automatic,Hatchback,A5,184175,2.0,180.0,21667.647058823528,90.0,18826.38673924155
7767,Audi A7 Sportback 55 TFSI 340pk S-tronic Quattro Pro Line S Launch Edition,,1,Petrol,Automatic,Hatchback,A7,0,55.0,340.0,0.0,6.181818181818182,129551.31101525632
7768,Audi A4 2.0 TDIe PRO LINE NAVI CLIMA CRUISE LICHTMETAAL DEALER ONDERHOUDEN,,7,Diesel,Manual,Sedan,A4,104850,2.0,,13980.0,,17312.669055301052
7769,Audi Q5 2.0 TFSI quattro Autom. Nieuw type |S-Line |Navi |Xenon |PDC |V+A stoelverwarming,,7,Petrol,Automatic,SUV,Q5,114796,2.0,,15306.133333333333,,29201.788912323853
7770,Audi TT 2.0 TFSI,,13,Petrol,Manual,Coupe,TT,105180,2.0,,7791.111111111111,,11360.408780503756
7771,Audi A4 2.0 TDI BUSINESS EDITION   NAVI   PDC,,10,Diesel,Automatic,Station wagon,A4,244078,2.0,,23245.52380952381,,10209.333543402452
7772,Audi A3 Sportback 30 TFSI 116pk S-tronic S Line Edition,,1,Petrol,Automatic,Hatchback,A3,0,30.0,116.0,0.0,3.8666666666666667,40182.69683456104
7773,Audi Q3 Pro Line 2.0 TFSI 125kw/170pk quattro,,7,Petrol,Manual,SUV,Q3,94683,2.0,170.0,12624.4,85.0,23114.526742156435
7774,Audi Q7 3.0 TDI quattro Pro Line,,11,Diesel,Automatic,SUV,Q7,265000,3.0,,23043.478260869564,,16879.86081996156
7775,Audi Q3 2.0 TFSi 170pk Quattro Pro Line | Navi | Panoramadak | NAP Pas | Leer |,,7,Petrol,Manual,SUV,Q3,124123,2.0,170.0,16549.733333333334,85.0,22765.072593686564
7776,Audi A3 SPORTBACK 1.6 TDI 81KW ULTRA EDIT,,6,Diesel,Manual,Hatchback,A3,100710,1.6,,15493.846153846154,,15807.86091135976
7777,Audi A3 Sportback 1.4 TFSI | SPORT | FAB.GAR. 2020 | PANO | NAVI GROOT | XENON | LED | PDC,,4,Petrol,Manual,Hatchback,A3,64065,1.4,,14236.666666666666,,22439.97007727487
7778,Audi A4 Avant 2.0 TDI ULTRA *NAVI+PDC+ECC+CRUISE*,,4,Diesel,Manual,Station wagon,A4,121072,2.0,,26904.88888888889,,19304.91946111525
7779,Audi A6 Avant 40 TDI 204pk Launch Edition Sport + HD Matrix LED koplampen,,1,Diesel,Automatic,Station wagon,A6,0,40.0,204.0,0.0,5.1,79581.47024807945
7780,"Audi A1 1.2 TSFI Attraction Pro 5drs. NAVI, Airco",,7,Petrol,Manual,Hatchback,A1,135165,,,18022.0,,14670.674656235567
7781,Audi A1 1.0 TFSI Adrenalin / lichtmetalen velgen / airco / navigatie systeem / S-line,,3,Petrol,Manual,Hatchback,A1,29658,1.0,,8473.714285714286,,18749.07535232171
7782,Audi A4 1.8 TFSI Pro Line S Automaat Navi Cruise Control,,7,Petrol,Automatic,Sedan,A4,87581,1.8,,11677.466666666667,,19973.405113439585
7783,Audi A3 Sportback 1.6 TDI S Edition,,7,Diesel,Manual,Hatchback,A3,137219,1.6,,18295.866666666665,,11985.47636910402
7784,"Audi A4 1.4 TFSI 150pk S-LINE EDITION | LED verlichting, 19"" Audi Sport velgen, MMI navigatie, Half lederen sportstoelen, Getinte ramen etc.",,1,Petrol,Automatic,Sedan,A4,3700,1.4,150.0,2466.6666666666665,107.14285714285715,44303.13501771101
7785,Audi Q5 2.0 TDI 177pk quattro Pro Line S,,5,Diesel,Automatic,SUV,Q5,73800,2.0,177.0,13418.181818181818,88.5,34811.414420542795
7786,Audi Q2 1.4 TFSI CoD 150pk S tronic Sport,,1,Petrol,Automatic,Hatchback,Q2,0,1.4,150.0,0.0,107.14285714285715,42453.485085823086
7787,Audi A4 1.8 TFSI Pro Line Business In nieuwestaat! info: 0492588980 M.Safari,,7,Petrol,Manual,Sedan,A4,59089,1.8,,7878.533333333334,,19799.77920766686
7788,Audi A1 SPORTBACK 1.2 TFSI AMBITION   Clima  Xenon  Lm,,4,Petrol,Manual,Hatchback,A1,25969,1.2,,5770.888888888889,,17021.743045185784
7789,Audi S3 Cabriolet 2.0 TFSI S3 quattro Led/B&O/Leer/Navigatie/NL Auto,,4,Petrol,Automatic,Cabriolet,S3,115857,2.0,,25746.0,,36891.03134934785
7790,Audi RS6 Avant Performance 605PK NP.215K! CERAMIC+B&O+PANO.DAK,,1,Petrol,Automatic,Station wagon,RS6,9755,,605.0,6503.333333333333,,134997.00840911292
7791,Audi Q3 2.0 TDI 130 kW quattro ProLine S-tronic / Navi / Xenon,,7,Diesel,Automatic,SUV,Q3,86805,2.0,,11574.0,,23990.00760635508
7792,Audi A4 Avant 2.0 TDI ultra Sport Lease Edition,,3,Diesel,Automatic,Station wagon,A4,100,2.0,,28.571428571428573,,46373.7798378228
7793,Audi Q3 2.0 TDI PRO LINE,,7,Diesel,Manual,SUV,Q3,143412,2.0,,19121.6,,19788.779058252643
7794,Audi A3 Sportback 1.9 TDI Attraction Business Edition,,10,Diesel,Manual,Hatchback,A3,195150,1.9,,18585.714285714286,,8272.179816773605
7795,Audi RS3 LIMOUSINE 2.5 TFSI 400PK EXCLUSIVE kLEUR PANO MMI+ ETC.. 6200KM,,1,Petrol,Automatic,Sedan,RS3,6294,2.5,400.0,4196.0,160.0,93046.8224153455
7796,"Audi Q5 nieuw: € 92.930,- 2.0 TFSI 252PK Automaat Quattro S Line Edition /Luchtvering/ Virtual Cockpit / Panorama dak / Matrix Led Koplampen / Privacy Glass / Akoestisch Glas / Navi / Parkeerhulp Plus / 21"" Velgen",,1,Petrol,Automatic,SUV,Q5,8950,2.0,252.0,5966.666666666667,126.0,79354.9230508561
7797,Audi A6 2.0 TDI 170PK AUT. BUSINESS EDITION | Navi | Lmv.,,9,Diesel,Automatic,Sedan,A6,166653,2.0,170.0,17542.42105263158,85.0,14159.447127840556
7798,"Audi A4 Limousine 2.0 TDI Ultra 140 Pk Business Edition, Navigatie",,4,Diesel,Manual,Sedan,A4,95461,2.0,140.0,21213.555555555555,70.0,22265.52016958843
7799,Audi A3 1.6 TDI ultra e Edition 3D 81kW Navigatie - Xenon,,5,Diesel,Manual,Hatchback,A3,89136,1.6,,16206.545454545454,,16849.823137115884
7800,"Audi A1 Sportback * Private lease 399,- euro per maand *",,1,Petrol,Manual,Hatchback,A1,0,,,0.0,,36054.43072932229
7801,"Audi A4 Avant 1.8 TFSI 170pk PRO LINE S [S-Line] Leer, Navi, Xenon, ECC, LMV",,6,Petrol,Manual,Station wagon,A4,166617,1.8,170.0,25633.384615384617,94.44444444444444,17936.718495748097
7802,Audi A5 Sportback 2.0 TFSI MHEV 190pk s-tronic S Line Edition,,1,Petrol,Automatic,Hatchback,A5,5500,2.0,190.0,3666.6666666666665,95.0,53829.007129689606
7803,"Audi RS3 Sportback 2.5 TFSI Quattro Pro Line Plus, magnetic, B&O, pano, Milltek uitlaat, dealeroh, NP95k",,3,Petrol,Automatic,Hatchback,RS3,27296,2.5,,7798.857142857143,,59178.821826906234
7804,Audi Q5 2.0 TFSI quattro 252pk S tronic S Line Edition,,1,Petrol,Automatic,SUV,Q5,0,2.0,252.0,0.0,126.0,83148.52920541192
7805,Audi A1 1.2 TFSI Attraction,,6,Petrol,Manual,Hatchback,A1,139785,1.2,,21505.384615384617,,13592.584782492053
7806,Audi A4 Limousine 1.8 TFSI Pro Line Automaat,,11,Petrol,Automatic,Sedan,A4,123803,1.8,,10765.478260869566,,11379.629353836239
7807,"Audi A4 Avant 2.0 TFSI MHEV 190pk S-tronic S-Line Edition + Zwart Optiekpakket + 19"" LMV",,1,Petrol,Automatic,Station wagon,A4,0,2.0,190.0,0.0,95.0,58042.83847348423
7808,Audi Q5 2.0 TFSI QUATTRO ADRENALIN SPORT | Pro Line | S Line Inclusief Afleveringskosten,,3,Petrol,Automatic,SUV,Q5,43426,2.0,,12407.42857142857,,49957.47452402412
7809,Audi A1 Sportback 1.0TFSI/95pk Advance ·S-line · LED achterlichten · licht- en regensensor,,1,Petrol,Manual,Hatchback,A1,0,1.0,95.0,0.0,95.0,25676.705019426237
7810,"Audi A3 2.0 FSI AMBITION 6-BAK / CLIMATE CONTROL / CRUISE CONTROL / 17"" LM VELGEN / ELEK PAKKET / C.VERGR.AFSTANDBEDIEND / RADIO-CD / TREKHAAK",,15,Petrol,Manual,Hatchback,A3,228069,,,14714.129032258064,,3448.587151159091
7811,Audi A3 Audi a3 limousine S line,,5,Petrol,Manual,Sedan,A3,112000,,,20363.636363636364,,22197.42598888723
7812,Audi A6 Avant 3.0 TDI BiT quattro Pro Line S navi pano led matrix luchtvering 20 inch!! 313 pk,,7,Diesel,Automatic,Station wagon,A6,132457,3.0,313.0,17660.933333333334,104.33333333333333,28961.985313286063
7813,Audi A3 1.8 TFSI S-Line,,6,Petrol,Manual,Hatchback,A3,67413,1.8,,10371.23076923077,,21620.36225134334
7814,"Audi A5 Sportback 2.0 TDI 170pk Pro Line Navi, Parkeersensoren, Schuifdak, Xenon, etc.",,10,Diesel,Manual,Hatchback,A5,145000,2.0,170.0,13809.52380952381,85.0,15194.586976098617
7815,Audi Cabriolet A5 2.0 TFSI MHEV 190pk s-tronic Sport Pro Line S,,1,Petrol,Automatic,Cabriolet, A5,12485,2.0,190.0,8323.333333333334,95.0,54529.25089281161
7816,Audi A3 Sportback S line edition 30 TFSI S tronic,,1,Petrol,Automatic,Hatchback,A3,0,30.0,,0.0,,42392.45593819227
7817,Audi TT Roadster 2.0 T TTS Pro Line Automaat Navigatie Bi-Xenon 272 pk!,,10,Petrol,Automatic,Cabriolet,TT,154235,,272.0,14689.047619047618,,22866.82841733497
7818,Audi A7 Sportback Pro Line S quattro 50 TDI S-Tronic 286 pk,,1,Diesel,Automatic,Hatchback,A7,7514,50.0,286.0,5009.333333333333,5.72,123414.9858660728
7819,Audi A1 Sportback 1.0 TFSI ADRENALIN S-LINE Navigatie/Airco/Cruise controle/NL auto,,4,Petrol,Manual,Hatchback,A1,51378,1.0,,11417.333333333334,,16407.61428311757
7820,Audi A1 1.2 TFSI Connect,,7,Petrol,Manual,Hatchback,A1,89619,1.2,,11949.2,,12773.65562766776
7821,Audi A1 1.2 TFSI PRO LINE S Panoramadak / Navigatie**,,7,Petrol,Manual,Hatchback,A1,98558,1.2,,13141.066666666668,,12872.867379997066
7822,Audi A5 1.8 TFSI 170pk,,7,Petrol,Manual,Hatchback,A5,117361,1.8,170.0,15648.133333333333,94.44444444444444,21430.05938177457
7823,Audi Q5 3.0 TDI 258pk Quattro S-tronic Sport Edition + Leder + B&O Sound,,4,Diesel,Automatic,SUV,Q5,76847,3.0,258.0,17077.11111111111,86.0,50843.773391631454
7824,Audi A1 Sportback 1.0 TFSI Advance 95 pk (vsb 19200) voorraaddeal,,1,Petrol,Manual,Hatchback,A1,0,1.0,95.0,0.0,95.0,25676.705019426237
7825,"Audi Q5 2.0 TFSI quattro Pro Line, Nederlandse auto, logische NAP, Nieuw apk + service onderhoud",,9,Petrol,Automatic,SUV,Q5,180000,2.0,,18947.36842105263,,19365.848977224643
7826,Audi Q7 4.2 TDI quattro Pro Line S 5+2,,7,Diesel,Automatic,SUV,Q7,121000,4.2,,16133.333333333334,,42308.11998605743
7827,Audi S8 5.2 FSI Pro Line + Quattro TT Autom,,11,Petrol,Automatic,Sedan,S8,105411,,,9166.173913043478,,28017.88802668871
7828,"Audi A5 Sportback | Nu inclusief € 2.000,- Voordeel | 1.4 TFSI Sport Pro Line S-line Edition S-Tronic",,1,Petrol,Automatic,Hatchback,A5,0,1.4,,0.0,,53694.47559689312
7829,"Audi A3 Sportback 2.0 TDI 150PK Sport MMI navi, Climatronic, Xenon",,1,Diesel,Manual,Hatchback,A3,8160,2.0,150.0,5440.0,75.0,36463.694366272946
