car_description,price,age,fuel_type,transmission,bodystyle,car_model,mileage,engine_displacement,horsepower,mileage_per_year,power_per_liter,predicted_price
Audi A6 Avant 2.0 TFSI Business Ed,,10,Petrol,Automatic,Station wagon,A6,110309,2.0,,10505.619047619048,,
Audi A6 Avant 2.0 TFSI PRO-line *ACTIEPRIJS*NIEUWE AUTOMAATBAK!,,11,Petrol,Automatic,Station wagon,A6,113660,2.0,,9883.478260869566,,
Audi A3 Limousine 1.4 TFSI CoD 150Pk S-Line 2e Eig|NL|DLR|Panoramadak|NAVI|Xenon|PDC|18inch Rotor LM,,5,Petrol,Manual,Sedan,A3,147335,1.4,150.0,26788.18181818182,107.14285714285715,
Audi Q2 1.4 TFSI CoD 150pk S-tronic Design Pro Line Plus,,1,Petrol,Automatic,SUV,Q2,0,1.4,150.0,0.0,107.14285714285715,
Audi A3 Sportback 30 TFSI Lease Edition 85 kW / 116 pk,,0,Petrol,Manual,Hatchback,A3,0,30.0,116.0,0.0,3.8666666666666667,
Audi A4 Avant 2.0 TDI Aut. [ xenon navi s-line 20 inch ] 2e eig.,,5,Diesel,Automatic,Station wagon,A4,193911,2.0,,35256.545454545456,,
"Audi A6 2.0T 252pk Auto. Navi Xenon Ecc Multi Medea Cruise Pdc 18"" Lmv Tel. Led 2.0TFSi S Tronic 2016 Org. Nl-se auto !! B- label, zeer zuinig!",,3,Petrol,Automatic,Sedan,A6,73908,2.0,252.0,21116.571428571428,126.0,
Audi Q7 3.0 TDI quattro Pro Line +,,11,Diesel,Automatic,Hatchback,Q7,196890,3.0,,17120.869565217392,,
Audi A4 Avant 3.0 TDI,,3,Diesel,Automatic,Station wagon,A4,47403,3.0,,13543.714285714286,,
Audi A1 Sportback 1.2 TFSI S Line Ext./ Navi/ Bi- Xenon / VOL,,5,Petrol,Manual,Hatchback,A1,69699,1.2,,12672.545454545454,,
"Audi A4 1.8 TFSI 170pk SPORT EDITION Automaat Navigatie** ,",,4,Petrol,Automatic,Sedan,A4,40702,1.8,170.0,9044.888888888889,94.44444444444444,
"Audi A3 Cabriolet 1.4 TFSI S-Tronic Navigatie 17"" Lm-velgen",,2,Petrol,Automatic,Cabriolet,A3,3550,1.4,,1420.0,,
Audi A3 Sportback 1.6 TDI Amb. NAVI/ACC/CLIMA/PDC/STOELVERW./LMV,,3,Diesel,Manual,Hatchback,A3,26902,1.6,,7686.285714285715,,
Audi A3 Sportback 1.6 TDI Attraction Business Edition 102 gram Nav Climate Cruise 200x Vw-Audi-Seat-Skoda,,8,Diesel,Manual,Hatchback,A3,203712,1.6,,23966.117647058825,,
Audi Q5 2.0 TDI 177pk S-Tronic 2x S-Line QUATTRO S EDITION Xenon Ecc Pdc Leder Trekhaak Camera Navigatie,,6,Diesel,Automatic,SUV,Q5,134250,2.0,177.0,20653.846153846152,88.5,
Audi A4 1.8 TFSI Pro Line Business Clima Navigatie,,11,Petrol,Manual,Sedan,A4,160981,1.8,,13998.347826086956,,
Audi A5 Sportback 1.8 TFSI 170pk Business Edition Xenon Navigatie 200x Vw-Audi-Seat-Skoda,,5,Petrol,Manual,Hatchback,A5,139885,1.8,170.0,25433.636363636364,94.44444444444444,
Audi A5 Sportback 2.0 TFSI 180pk Pro Line,,8,Petrol,Automatic,Hatchback,A5,184175,2.0,180.0,21667.647058823528,90.0,
Audi A7 Sportback 55 TFSI 340pk S-tronic Quattro Pro Line S Launch Edition,,1,Petrol,Automatic,Hatchback,A7,0,55.0,340.0,0.0,6.181818181818182,
Audi A4 2.0 TDIe PRO LINE NAVI CLIMA CRUISE LICHTMETAAL DEALER ONDERHOUDEN,,7,Diesel,Manual,Sedan,A4,104850,2.0,,13980.0,,
Audi Q5 2.0 TFSI quattro Autom. Nieuw type |S-Line |Navi |Xenon |PDC |V+A stoelverwarming,,7,Petrol,Automatic,SUV,Q5,114796,2.0,,15306.133333333333,,
Audi TT 2.0 TFSI,,13,Petrol,Manual,Coupe,TT,105180,2.0,,7791.111111111111,,
Audi A4 2.0 TDI BUSINESS EDITION   NAVI   PDC,,10,Diesel,Automatic,Station wagon,A4,244078,2.0,,23245.52380952381,,
Audi A3 Sportback 30 TFSI 116pk S-tronic S Line Edition,,1,Petrol,Automatic,Hatchback,A3,0,30.0,116.0,0.0,3.8666666666666667,
Audi Q3 Pro Line 2.0 TFSI 125kw/170pk quattro,,7,Petrol,Manual,SUV,Q3,94683,2.0,170.0,12624.4,85.0,
Audi Q7 3.0 TDI quattro Pro Line,,11,Diesel,Automatic,SUV,Q7,265000,3.0,,23043.478260869564,,
Audi Q3 2.0 TFSi 170pk Quattro Pro Line | Navi | Panoramadak | NAP Pas | Leer |,,7,Petrol,Manual,SUV,Q3,124123,2.0,170.0,16549.733333333334,85.0,
Audi A3 SPORTBACK 1.6 TDI 81KW ULTRA EDIT,,6,Diesel,Manual,Hatchback,A3,100710,1.6,,15493.846153846154,,
Audi A3 Sportback 1.4 TFSI | SPORT | FAB.GAR. 2020 | PANO | NAVI GROOT | XENON | LED | PDC,,4,Petrol,Manual,Hatchback,A3,64065,1.4,,14236.666666666666,,
Audi A4 Avant 2.0 TDI ULTRA *NAVI+PDC+ECC+CRUISE*,,4,Diesel,Manual,Station wagon,A4,121072,2.0,,26904.88888888889,,
Audi A6 Avant 40 TDI 204pk Launch Edition Sport + HD Matrix LED koplampen,,1,Diesel,Automatic,Station wagon,A6,0,40.0,204.0,0.0,5.1,
"Audi A1 1.2 TSFI Attraction Pro 5drs. NAVI, Airco",,7,Petrol,Manual,Hatchback,A1,135165,,,18022.0,,
Audi A1 1.0 TFSI Adrenalin / lichtmetalen velgen / airco / navigatie systeem / S-line,,3,Petrol,Manual,Hatchback,A1,29658,1.0,,8473.714285714286,,
Audi A4 1.8 TFSI Pro Line S Automaat Navi Cruise Control,,7,Petrol,Automatic,Sedan,A4,87581,1.8,,11677.466666666667,,
Audi A3 Sportback 1.6 TDI S Edition,,7,Diesel,Manual,Hatchback,A3,137219,1.6,,18295.866666666665,,
"Audi A4 1.4 TFSI 150pk S-LINE EDITION | LED verlichting, 19"" Audi Sport velgen, MMI navigatie, Half lederen sportstoelen, Getinte ramen etc.",,1,Petrol,Automatic,Sedan,A4,3700,1.4,150.0,2466.6666666666665,107.14285714285715,
Audi Q5 2.0 TDI 177pk quattro Pro Line S,,5,Diesel,Automatic,SUV,Q5,73800,2.0,177.0,13418.181818181818,88.5,
Audi Q2 1.4 TFSI CoD 150pk S tronic Sport,,1,Petrol,Automatic,Hatchback,Q2,0,1.4,150.0,0.0,107.14285714285715,
Audi A4 1.8 TFSI Pro Line Business In nieuwestaat! info: 0492588980 M.Safari,,7,Petrol,Manual,Sedan,A4,59089,1.8,,7878.533333333334,,
Audi A1 SPORTBACK 1.2 TFSI AMBITION   Clima  Xenon  Lm,,4,Petrol,Manual,Hatchback,A1,25969,1.2,,5770.888888888889,,
Audi S3 Cabriolet 2.0 TFSI S3 quattro Led/B&O/Leer/Navigatie/NL Auto,,4,Petrol,Automatic,Cabriolet,S3,115857,2.0,,25746.0,,
Audi RS6 Avant Performance 605PK NP.215K! CERAMIC+B&O+PANO.DAK,,1,Petrol,Automatic,Station wagon,RS6,9755,,605.0,6503.333333333333,,
Audi Q3 2.0 TDI 130 kW quattro ProLine S-tronic / Navi / Xenon,,7,Diesel,Automatic,SUV,Q3,86805,2.0,,11574.0,,
Audi A4 Avant 2.0 TDI ultra Sport Lease Edition,,3,Diesel,Automatic,Station wagon,A4,100,2.0,,28.571428571428573,,
Audi Q3 2.0 TDI PRO LINE,,7,Diesel,Manual,SUV,Q3,143412,2.0,,19121.6,,
Audi A3 Sportback 1.9 TDI Attraction Business Edition,,10,Diesel,Manual,Hatchback,A3,195150,1.9,,18585.714285714286,,
Audi RS3 LIMOUSINE 2.5 TFSI 400PK EXCLUSIVE kLEUR PANO MMI+ ETC.. 6200KM,,1,Petrol,Automatic,Sedan,RS3,6294,2.5,400.0,4196.0,160.0,
"Audi Q5 nieuw: € 92.930,- 2.0 TFSI 252PK Automaat Quattro S Line Edition /Luchtvering/ Virtual Cockpit / Panorama dak / Matrix Led Koplampen / Privacy Glass / Akoestisch Glas / Navi / Parkeerhulp Plus / 21"" Velgen",,1,Petrol,Automatic,SUV,Q5,8950,2.0,252.0,5966.666666666667,126.0,
Audi A6 2.0 TDI 170PK AUT. BUSINESS EDITION | Navi | Lmv.,,9,Diesel,Automatic,Sedan,A6,166653,2.0,170.0,17542.42105263158,85.0,
"Audi A4 Limousine 2.0 TDI Ultra 140 Pk Business Edition, Navigatie",,4,Diesel,Manual,Sedan,A4,95461,2.0,140.0,21213.555555555555,70.0,
Audi A3 1.6 TDI ultra e Edition 3D 81kW Navigatie - Xenon,,5,Diesel,Manual,Hatchback,A3,89136,1.6,,16206.545454545454,,
"Audi A1 Sportback * Private lease 399,- euro per maand *",,1,Petrol,Manual,Hatchback,A1,0,,,0.0,,
"Audi A4 Avant 1.8 TFSI 170pk PRO LINE S [S-Line] Leer, Navi, Xenon, ECC, LMV",,6,Petrol,Manual,Station wagon,A4,166617,1.8,170.0,25633.384615384617,94.44444444444444,
Audi A5 Sportback 2.0 TFSI MHEV 190pk s-tronic S Line Edition,,1,Petrol,Automatic,Hatchback,A5,5500,2.0,190.0,3666.6666666666665,95.0,
"Audi RS3 Sportback 2.5 TFSI Quattro Pro Line Plus, magnetic, B&O, pano, Milltek uitlaat, dealeroh, NP95k",,3,Petrol,Automatic,Hatchback,RS3,27296,2.5,,7798.857142857143,,
Audi Q5 2.0 TFSI quattro 252pk S tronic S Line Edition,,1,Petrol,Automatic,SUV,Q5,0,2.0,252.0,0.0,126.0,
Audi A1 1.2 TFSI Attraction,,6,Petrol,Manual,Hatchback,A1,139785,1.2,,21505.384615384617,,
Audi A4 Limousine 1.8 TFSI Pro Line Automaat,,11,Petrol,Automatic,Sedan,A4,123803,1.8,,10765.478260869566,,
"Audi A4 Avant 2.0 TFSI MHEV 190pk S-tronic S-Line Edition + Zwart Optiekpakket + 19"" LMV",,1,Petrol,Automatic,Station wagon,A4,0,2.0,190.0,0.0,95.0,
Audi Q5 2.0 TFSI QUATTRO ADRENALIN SPORT | Pro Line | S Line Inclusief Afleveringskosten,,3,Petrol,Automatic,SUV,Q5,43426,2.0,,12407.42857142857,,
Audi A1 Sportback 1.0TFSI/95pk Advance ·S-line · LED achterlichten · licht- en regensensor,,1,Petrol,Manual,Hatchback,A1,0,1.0,95.0,0.0,95.0,
"Audi A3 2.0 FSI AMBITION 6-BAK / CLIMATE CONTROL / CRUISE CONTROL / 17"" LM VELGEN / ELEK PAKKET / C.VERGR.AFSTANDBEDIEND / RADIO-CD / TREKHAAK",,15,Petrol,Manual,Hatchback,A3,228069,,,14714.129032258064,,
Audi A3 Audi a3 limousine S line,,5,Petrol,Manual,Sedan,A3,112000,,,20363.636363636364,,
Audi A6 Avant 3.0 TDI BiT quattro Pro Line S navi pano led matrix luchtvering 20 inch!! 313 pk,,7,Diesel,Automatic,Station wagon,A6,132457,3.0,313.0,17660.933333333334,104.33333333333333,
Audi A3 1.8 TFSI S-Line,,6,Petrol,Manual,Hatchback,A3,67413,1.8,,10371.23076923077,,
"Audi A5 Sportback 2.0 TDI 170pk Pro Line Navi, Parkeersensoren, Schuifdak, Xenon, etc.",,10,Diesel,Manual,Hatchback,A5,145000,2.0,170.0,13809.52380952381,85.0,
Audi Cabriolet A5 2.0 TFSI MHEV 190pk s-tronic Sport Pro Line S,,1,Petrol,Automatic,Cabriolet, A5,12485,2.0,190.0,8323.333333333334,95.0,
Audi A3 Sportback S line edition 30 TFSI S tronic,,1,Petrol,Automatic,Hatchback,A3,0,30.0,,0.0,,
Audi TT Roadster 2.0 T TTS Pro Line Automaat Navigatie Bi-Xenon 272 pk!,,10,Petrol,Automatic,Cabriolet,TT,154235,,272.0,14689.047619047618,,
Audi A7 Sportback Pro Line S quattro 50 TDI S-Tronic 286 pk,,1,Diesel,Automatic,Hatchback,A7,7514,50.0,286.0,5009.333333333333,5.72,
Audi A1 Sportback 1.0 TFSI ADRENALIN S-LINE Navigatie/Airco/Cruise controle/NL auto,,4,Petrol,Manual,Hatchback,A1,51378,1.0,,11417.333333333334,,
Audi A1 1.2 TFSI Connect,,7,Petrol,Manual,Hatchback,A1,89619,1.2,,11949.2,,
Audi A1 1.2 TFSI PRO LINE S Panoramadak / Navigatie**,,7,Petrol,Manual,Hatchback,A1,98558,1.2,,13141.066666666668,,
Audi A5 1.8 TFSI 170pk,,7,Petrol,Manual,Hatchback,A5,117361,1.8,170.0,15648.133333333333,94.44444444444444,
Audi Q5 3.0 TDI 258pk Quattro S-tronic Sport Edition + Leder + B&O Sound,,4,Diesel,Automatic,SUV,Q5,76847,3.0,258.0,17077.11111111111,86.0,
Audi A1 Sportback 1.0 TFSI Advance 95 pk (vsb 19200) voorraaddeal,,1,Petrol,Manual,Hatchback,A1,0,1.0,95.0,0.0,95.0,
"Audi Q5 2.0 TFSI quattro Pro Line, Nederlandse auto, logische NAP, Nieuw apk + service onderhoud",,9,Petrol,Automatic,SUV,Q5,180000,2.0,,18947.36842105263,,
Audi Q7 4.2 TDI quattro Pro Line S 5+2,,7,Diesel,Automatic,SUV,Q7,121000,4.2,,16133.333333333334,,
Audi S8 5.2 FSI Pro Line + Quattro TT Autom,,11,Petrol,Automatic,Sedan,S8,105411,,,9166.173913043478,,
"Audi A5 Sportback | Nu inclusief € 2.000,- Voordeel | 1.4 TFSI Sport Pro Line S-line Edition S-Tronic",,1,Petrol,Automatic,Hatchback,A5,0,1.4,,0.0,,
"Audi A3 Sportback 2.0 TDI 150PK Sport MMI navi, Climatronic, Xenon",,1,Diesel,Manual,Hatchback,A3,8160,2.0,150.0,5440.0,75.0,
Audi TT Roadster 1.8 5V Turbo Airco * Lm velgen * Stoelverwarming * Leer,,19,Petrol,Manual,Cabriolet,TT,178548,,,9156.307692307691,,
"Audi A3 Limousine 1.4 TFSI S-Edition [S-Line] s-tronic , Navi, Audi Drive Select, ECC, LMV",,5,Petrol,Automatic,Sedan,A3,75911,1.4,,13802.0,,
Audi Q2 1.0 TFSI Edition #1 85 kW / 116 pk,,1,Petrol,Automatic,SUV,Q2,0,1.0,116.0,0.0,116.0,
Audi A5 CABRIOLET 1.8 TFSI MULTI-TRONIC OPENDAYS,,3,Petrol,Automatic,Cabriolet,A5,34849,1.8,,9956.857142857143,,
Audi A6 Allroad 3.0 245PK quattro alle opties,,6,Diesel,Automatic,SUV,A6,139980,,245.0,21535.384615384617,,
Audi A6 Avant 2.0 TDI Advance MMI Navigatie  - Milano Leder - Xenon Led - Trekhaak,,7,Diesel,Manual,Station wagon,A6,277455,2.0,,36994.0,,
Audi A7 Sportback 55 TDI quattro Pro Line S,,1,Diesel,Automatic,Hatchback,A7,0,55.0,,0.0,,
Audi A3 1.0 TFSI 116PK PRO LINE,,2,Petrol,Manual,Hatchback,A3,25590,1.0,116.0,10236.0,116.0,
Audi RS3 Sportback 2.5 TFSI 367pk S-tronic Quattro Pro Line Plus + Panoramadak + B&O Sound,,3,Petrol,Automatic,Hatchback,RS3,17919,2.5,367.0,5119.714285714285,146.8,
Audi A3 Cabriolet 1.8 TFSI 180PK S-tronic quattro Ambition Pro Line S | S-Line interieur/exterieur | Navigatie | Lederen bekleding | Adaptive Cruise Control | Bang & Olufsen sound | Keyless Entry | 18 inch lichtmetalen velgen | Parkeersensoren met achteruitrijcamera | Audi Pre Sense | Climatronic | Stoelverwarming | Nekvent,,4,Petrol,Automatic,Cabriolet,A3,32076,1.8,180.0,7128.0,100.0,
Audi A4 1.6 Pro Line Business 102 Airco 177 dkm Nap,,13,Petrol,Manual,Sedan,A4,177232,,,13128.296296296296,,
Audi A5 Sportback 2.0 TFSI MHEV Sport Pro Line Automaat,,1,Petrol,Automatic,Hatchback,A5,7737,2.0,,5158.0,,
"Audi A4 Avant 2.0 TDI PRO LINE BUSINESS AUTOMAAT ,AANBIEDING !!!!!!!!!!",,9,Diesel,Automatic,Station wagon,A4,214242,2.0,,22551.78947368421,,
Audi A3 1.4 TFSI Attraction Pro Line Plus - Automaat,,5,Petrol,Automatic,Hatchback,A3,113392,1.4,,20616.727272727272,,
Audi A6 2.0 TFSI Pro Line Business,,10,Petrol,Automatic,Station wagon,A6,173477,2.0,,16521.619047619046,,
Audi A4 Avant 2.0 TDI 150pk Lease Edition,,2,Diesel,Manual,Station wagon,A4,10000,2.0,150.0,4000.0,75.0,
Audi A1 1.6 TDI ATTRACTION PRO LINE BUSINESS Geen import! / Navi/ Clima/ PDC,,8,Diesel,Manual,Hatchback,A1,129953,1.6,,15288.588235294117,,
Audi A6 Avant 3.0 TDI 218PK QUATTRO S-LINE / PANO-DAK / FULL-OPTIONS,,4,Diesel,Automatic,Station wagon,A6,116412,3.0,218.0,25869.333333333332,72.66666666666667,
Audi A6 Avant 2.4 Pro Line - Automaat,,12,Petrol,Automatic,Station wagon,A6,210886,,,16870.88,,
Audi Q2 1.4 TFSI 150PK S-tronic COD Sport | S-Line interieur/exterieur | Navigatie | Stoelverwarming | Cruise Control | Climatronic | 18 inch lichtmetalen velgen | Verlengde fabrieksgarantie t/m 28-6-2020 of 90.000 km | Audi Connect | Parkeersensoren achter | Stuurschakeling | Multifunctioneel le,,2,Petrol,Automatic,SUV,Q2,32523,1.4,150.0,13009.2,107.14285714285715,
"Audi A6 Avant 1.8 TFSI 190pk Automaat Navigatie Xenon 18"" Lm-velgen",,2,Petrol,Automatic,Station wagon,A6,28871,1.8,190.0,11548.4,105.55555555555556,
Audi A8 50 TDI 286 Pk. QUATTRO -4WD/Matrix LED/Pan.Dak-,,1,Diesel,Automatic,Sedan,A8,5500,50.0,286.0,3666.6666666666665,5.72,
Audi A3 Sportback 30 TFSI 116 PK S-TRONIC S-LINE / OPTIEK ZWART / PRIVACY GLASS,,1,Petrol,Automatic,Hatchback,A3,0,30.0,116.0,0.0,3.8666666666666667,
Audi A6 Avant 2.0 TDI 150 PK ADRENALIN SPORT S-TRONIC AUTOMAAT 2 x S-LINE - AUDI CONNECT - MMI NAVIGATIE PLUS incl. MMI TOUCH - 18 INCH LMV -,,3,Diesel,Automatic,Station wagon,A6,63226,2.0,150.0,18064.571428571428,75.0,
"Audi S4 Avant 3.0 TFSI 354PK QUATTRO PRO LINE PLUS HEADUP ACC LANE ASSIST VENTILATIE STOELEN MMI NAVIPLUS LM 19"" B&O SOUND",,2,Petrol,Automatic,Station wagon,S4,16520,3.0,354.0,6608.0,118.0,
"Audi A6 Avant 1.8 Tfsi 190pk S-tronic Adrenalin S-LINE, Cruise control, Mmi navigatie, Telefoon, PDC",,3,Petrol,Automatic,Station wagon,A6,81083,1.8,190.0,23166.571428571428,105.55555555555556,
Audi A3 1.8 TFSI 118KW SPORTBACK AUT,,9,Petrol,Automatic,Hatchback,A3,192257,1.8,,20237.57894736842,,
"Audi A4 2.0 TDIE 135pk Bns. Ed. NAVI, 1E EIG, CLIMA, BLUETOOTH",,7,Diesel,Manual,Sedan,A4,135692,2.0,135.0,18092.266666666666,67.5,
"Audi A4 Avant 2.0 TDI 150PK Sport MMI Navi, Elektrische Koffer, Xenon",,2,Diesel,Manual,Station wagon,A4,11353,2.0,150.0,4541.2,75.0,
Audi A1 Sportback 1.2 TFSI Attraction,,5,Petrol,Manual,Hatchback,A1,93244,1.2,,16953.454545454544,,
Audi Q5 New S line edition 2.0 185KW/252PK 7 vers. S-tronic Quattro,,1,Petrol,Automatic,SUV,Q5,0,,252.0,0.0,,
Audi A5 Sportback 1.8 TFSI Business Edition Navigatie - Xenon - Leder,,5,Petrol,Automatic,Hatchback,A5,107697,1.8,,19581.272727272728,,
Audi A3 Limousine 1.4 TFSI COD AMBITION PRO LINE S / AUTOMAAT,,4,Petrol,Automatic,Sedan,A3,63355,1.4,,14078.888888888889,,
Audi Q2 1.0 TFSI Design Pro Line S-Tronic,,2,Petrol,Automatic,SUV,Q2,27801,1.0,,11120.4,,
Audi Q7 Pro Line Plus 5+2 3.0 TDI 150kw/204pk quattro Tiptronic,,6,Diesel,Automatic,SUV,Q7,104773,3.0,204.0,16118.923076923076,68.0,
Audi A4 Avant 3.2 FSI 256PK Automaat Quattro S-Line Navi/Sportstoelen/Xenon,,14,Petrol,Automatic,Station wagon,A4,211118,,256.0,14559.862068965518,,
Audi Cabriolet A3 1.5 TFSI CoD Sport S Line Edition 110 kW / 150 pk .,,1,Petrol,Automatic,Cabriolet, A3,0,1.5,150.0,0.0,100.0,
Audi A2 1.4 TDI climatronic,,16,Diesel,Manual,Sedan,A2,171519,1.4,,10395.09090909091,,
Audi S3 2.0 TFSI S3 Quattro Magnetic Ride Bang & Olufsen,,5,Petrol,Automatic,Cabriolet,S3,59388,2.0,,10797.818181818182,,
Audi A3 Limousine 1.4 TFSI 150 pk Ambiente Aut. Navi Leder Xenon Pdc,,5,Petrol,Automatic,Sedan,A3,77217,1.4,150.0,14039.454545454546,107.14285714285715,
"Audi Q5 2.0 TDI 177PK S-Line Automaat XENON/LEER/NAVI/21""INCH",,5,Diesel,Automatic,SUV,Q5,107813,2.0,177.0,19602.363636363636,88.5,
Audi A4 Avant 2.0 TFSI 190pk Ultra Sport Pro Line Navigatie | Xenon | Parkeersensoren achter | Audi Drive Select | Xenon | Sportstoelen | Adaptive Cruise Control,,3,Petrol,Automatic,Station wagon,A4,35173,2.0,190.0,10049.42857142857,95.0,
Audi A3 1.2 TFSI 105pk Attraction Advance Navi/Clima/Cruise,,7,Petrol,Manual,Hatchback,A3,223480,1.2,105.0,29797.333333333332,87.5,
Audi SQ7 4.0 TDI QUATTRO PRO LINE + | 7P | Panoramadak | Bose | Black-Pack,,2,Diesel,Automatic,SUV,SQ7,33500,4.0,,13400.0,,
Audi Q5 3.0 TFSI Quattro Pro Line S-Line - Adaptive cruise control,,7,Petrol,Automatic,SUV,Q5,41332,3.0,,5510.933333333333,,
Audi A6 Avant 1.8 TFSI 190pk ultra s-tronic Advance Sport,,1,Petrol,Automatic,Station wagon,A6,0,1.8,190.0,0.0,105.55555555555556,
Audi A8 3.0 TDI quattro Pro Line+,,6,Diesel,Automatic,Sedan,A8,142035,3.0,,21851.53846153846,,
Audi A4 2.7 V6 TDI Advance Multitronic,,12,Diesel,Automatic,Station wagon,A4,342209,6.0,,27376.72,,
Audi RS6,,11,Petrol,Automatic,Station wagon,RS6,121418,,,10558.08695652174,,
"Audi A6 2.5 TDI EXPORT 165pk Pro Line Automaat, Airco, 1/2 Leder, Parkeersensor V",,16,Diesel,Automatic,Sedan,A6,341867,2.5,165.0,20719.21212121212,66.0,
Audi TT 1.8 TFSI S-Line Automaat - Drive Select 100% onderhouden label,,4,Petrol,Automatic,Coupe,TT,42431,1.8,,9429.111111111111,,
Audi A5 Sportback 1.4 TFSI Sport S-line Edition S-tronic,,1,Petrol,Automatic,Hatchback,A5,0,1.4,,0.0,,
Audi Q5 2.0 TFSI quattro 252pk Sport S Line Edition,,1,Petrol,Automatic,SUV,Q5,0,2.0,252.0,0.0,126.0,
Audi TT 1.8 5V TURBO,,21,Petrol,Manual,Coupe,TT,269590,,,12539.06976744186,,
Audi A6 Avant 2.8 FSI quattro Business Edition 204-Pk,,5,Petrol,Automatic,Station wagon,A6,81794,,,14871.636363636364,,
Audi Q3 2.0 TDI Nieuw Model! Xenon Leder Navi Actie!,,4,Diesel,Manual,SUV,Q3,153472,2.0,,34104.88888888889,,
Audi A6 2.0 TFSI LEER NAVI 2e EIGENAAR,,9,Petrol,Automatic,Sedan,A6,175413,2.0,,18464.526315789473,,
Audi A4 Allroad 2.0 TDI 177pk S-Tronic QUATTRO Pro Line Xenon Ecc Pdc Leer Trekhaak Navigatie,,7,Diesel,Automatic,Station wagon,A4,143413,2.0,177.0,19121.733333333334,88.5,
Audi A4 Avant 1.8 TFSI S Edition / S-LINE interieur + exterieur / 1e eigenaar / Audi dealer onderhouden,,4,Petrol,Automatic,Station wagon,A4,93086,1.8,,20685.777777777777,,
Audi Q5 2.0 TFSI Quattro S-Tronic Leder Xenon Navi,,10,Petrol,Automatic,Hatchback,Q5,143469,2.0,,13663.714285714286,,
Audi Q3 1.4 TFSi Sport 2x S-line Pano LED Audi Q3 1.4 TFSi (110 kW) Sport 2x S-line Pano LED,,1,Petrol,Automatic,SUV,Q3,1016,1.4,,677.3333333333334,,
Audi A1 1.2 TFSI Pdc achter Onderhoudsboekjes,,6,Petrol,Manual,Hatchback,A1,23551,1.2,,3623.230769230769,,
Audi A3 Sportback 2.0 TFSI S3 QUATTRO S-TRONIC 265PK PANORAMA CLIMA XENON/LED PDC BOSE LEDER NAVIGATIE,,10,Petrol,Automatic,Hatchback,A3,139785,2.0,265.0,13312.857142857143,132.5,
Audi A1 Sportback 1.0 TFSI 95PK Adrenalin | S-Line exterieur | Navigatie | Airconditioning | Cruise Control | LED achterlichten | 17 inch lichtmetalen velgen | Multifunctioneel lederen sportstuur | Elektrische ramen | Radio CD/MP3 speler | In hoogte verstelbare voorstoelen,,4,Petrol,Manual,Hatchback,A1,29097,1.0,95.0,6466.0,95.0,
"Audi A6 Avant 2.0 TFSI 180pk Aut. S-Line (Groot Navi,Bose,Led)",,4,Petrol,Automatic,Station wagon,A6,56919,2.0,180.0,12648.666666666666,90.0,
Audi A4 1.8 TFSI Pro L. bns,,11,Petrol,Manual,Sedan,A4,144621,1.8,,12575.739130434782,,
Audi A3 Sportback 1.9 TDI Ambiente Pro Line,,11,Diesel,Manual,Hatchback,A3,222242,1.9,,19325.391304347828,,
Audi Q5 2.0 TFSI QUATTRO PRO LINE 1 EIGENAAR/NL AUTO/AFLEVERING MET NIEUWE APK.,,9,Petrol,Manual,SUV,Q5,159604,2.0,,16800.42105263158,,
Audi A1 Sportback 30 TFSI Edition one 85 kW / 116 pk,,0,Petrol,Manual,Hatchback,A1,0,30.0,116.0,0.0,3.8666666666666667,
"Audi Q7 3.0 TDI V6 Quattro Pro Line, TipTronic Keyless Panorama dak. Grijs kenteken.",,4,Diesel,Automatic,SUV,Q7,125499,3.0,,27888.666666666668,,
Audi A3 Sportback 2.0 TDI ATTRACTION S-LINE *PANO+1/2LEDER+NAVI+PDC+ECC+CRUISE*,,13,Diesel,Manual,Hatchback,A3,228177,2.0,,16902.0,,
Audi A6 2.0 TDI ultra Business Edition Nw model! Keyles entry Navi Xenon 190PK! Zondag a.s. open!,,3,Diesel,Automatic,Sedan,A6,50521,2.0,190.0,14434.57142857143,95.0,
Audi Q8 50 TDI 286pk Tiptronic Quattro Pro Line S + B&O Sound + Panoramadak + Standkachel,,1,Diesel,Automatic,SUV,Q8,5784,50.0,286.0,3856.0,5.72,
Audi A6 2.5 V6 TDI ADVANCE leder schuifdak climate&cruise control youngtimer,,17,Diesel,Automatic,Sedan,A6,292805,6.0,,16731.714285714286,,
"Audi A3 Sportback 1.5 TFSI 150pk aut. Pro Line -ACC/MMI+/Virtual Cockpit- Nieuwprijs 45.350,-",,2,Petrol,Automatic,Hatchback,A3,12840,1.5,150.0,5136.0,100.0,
Audi A6 Avant 3.0 TDI BIT quattro Pro Line Plus,,7,Diesel,Automatic,Station wagon,A6,127221,3.0,,16962.8,,
"Audi A5 Sportback 2.0 TDI 150PK PRO LINE Autom, Xenon Led, Navi, Sportseats, ECC, LMV",,5,Diesel,Automatic,Hatchback,A5,141239,2.0,150.0,25679.81818181818,75.0,
Audi A4 Avant 1.8 TFSI 170pk Pro Line / Xenon / Navigatie / Trekhaak,,7,Petrol,Manual,Station wagon,A4,158666,1.8,170.0,21155.466666666667,94.44444444444444,
Audi A1 1.4 TFSI Ambition Automaat/Panoramadak/Navigatie,,5,Petrol,Automatic,Hatchback,A1,45378,1.4,,8250.545454545454,,
