index,car_description,price,age,fuel_type,transmission,bodystyle,car_model,mileage,predicted_price
7802,Audi A5 Sportback 2.0 TFSI MHEV 190pk s-tronic S Line Edition,,1,Petrol,Automatic,Hatchback,A5,5500,72343.51666666666
7803,"Audi RS3 Sportback 2.5 TFSI Quattro Pro Line Plus, magnetic, B&O, pano, Milltek uitlaat, dealeroh, NP95k",,3,Petrol,Automatic,Hatchback,RS3,27296,68262.65
7804,Audi Q5 2.0 TFSI quattro 252pk S tronic S Line Edition,,1,Petrol,Automatic,SUV,Q5,0,81341.5328091149
7805,Audi A1 1.2 TFSI Attraction,,6,Petrol,Manual,Hatchback,A1,139785,13345.883333333333
7806,Audi A4 Limousine 1.8 TFSI Pro Line Automaat,,11,Petrol,Automatic,Sedan,A4,123803,13753.866666666667
7807,"Audi A4 Avant 2.0 TFSI MHEV 190pk S-tronic S-Line Edition + Zwart Optiekpakket + 19"" LMV",,1,Petrol,Automatic,Station wagon,A4,0,55269.9491053244
7808,Audi Q5 2.0 TFSI QUATTRO ADRENALIN SPORT | Pro Line | S Line Inclusief Afleveringskosten,,3,Petrol,Automatic,SUV,Q5,43426,50410.416666666664
7809,Audi A1 Sportback 1.0TFSI/95pk Advance ·S-line · LED achterlichten · licht- en regensensor,,1,Petrol,Manual,Hatchback,A1,0,27813.002916440248
7810,"Audi A3 2.0 FSI AMBITION 6-BAK / CLIMATE CONTROL / CRUISE CONTROL / 17"" LM VELGEN / ELEK PAKKET / C.VERGR.AFSTANDBEDIEND / RADIO-CD / TREKHAAK",,15,Petrol,Manual,Hatchback,A3,228069,3945.9666666666667
7811,Audi A3 Audi a3 limousine S line,,5,Petrol,Manual,Sedan,A3,112000,18594.95
7812,Audi A6 Avant 3.0 TDI BiT quattro Pro Line S navi pano led matrix luchtvering 20 inch!! 313 pk,,7,Diesel,Automatic,Station wagon,A6,132457,28768.466666666667
7813,Audi A3 1.8 TFSI S-Line,,6,Petrol,Manual,Hatchback,A3,67413,17549.616666666665
7814,"Audi A5 Sportback 2.0 TDI 170pk Pro Line Navi, Parkeersensoren, Schuifdak, Xenon, etc.",,10,Diesel,Manual,Hatchback,A5,145000,16178.5
7815,Audi Cabriolet A5 2.0 TFSI MHEV 190pk s-tronic Sport Pro Line S,,1,Petrol,Automatic,Cabriolet, A5,12485,58578.83174603174
7816,Audi A3 Sportback S line edition 30 TFSI S tronic,,1,Petrol,Automatic,Hatchback,A3,0,41960.6792971421
7817,Audi TT Roadster 2.0 T TTS Pro Line Automaat Navigatie Bi-Xenon 272 pk!,,10,Petrol,Automatic,Cabriolet,TT,154235,17618.166666666668
7818,Audi A7 Sportback Pro Line S quattro 50 TDI S-Tronic 286 pk,,1,Diesel,Automatic,Hatchback,A7,7514,103386.7324074074
7819,Audi A1 Sportback 1.0 TFSI ADRENALIN S-LINE Navigatie/Airco/Cruise controle/NL auto,,4,Petrol,Manual,Hatchback,A1,51378,16794.433333333334
7820,Audi A1 1.2 TFSI Connect,,7,Petrol,Manual,Hatchback,A1,89619,14170.483333333334
7821,Audi A1 1.2 TFSI PRO LINE S Panoramadak / Navigatie**,,7,Petrol,Manual,Hatchback,A1,98558,12834.716666666667
7822,Audi A5 1.8 TFSI 170pk,,7,Petrol,Manual,Hatchback,A5,117361,19239.05
7823,Audi Q5 3.0 TDI 258pk Quattro S-tronic Sport Edition + Leder + B&O Sound,,4,Diesel,Automatic,SUV,Q5,76847,42462.88333333333
7824,Audi A1 Sportback 1.0 TFSI Advance 95 pk (vsb 19200) voorraaddeal,,1,Petrol,Manual,Hatchback,A1,0,27813.002916440248
7825,"Audi Q5 2.0 TFSI quattro Pro Line, Nederlandse auto, logische NAP, Nieuw apk + service onderhoud",,9,Petrol,Automatic,SUV,Q5,180000,18775.233333333334
7826,Audi Q7 4.2 TDI quattro Pro Line S 5+2,,7,Diesel,Automatic,SUV,Q7,121000,35194.23333333333
7827,Audi S8 5.2 FSI Pro Line + Quattro TT Autom,,11,Petrol,Automatic,Sedan,S8,105411,19782.416666666668
7828,"Audi A5 Sportback | Nu inclusief € 2.000,- Voordeel | 1.4 TFSI Sport Pro Line S-line Edition S-Tronic",,1,Petrol,Automatic,Hatchback,A5,0,58238.0792900887
7829,"Audi A3 Sportback 2.0 TDI 150PK Sport MMI navi, Climatronic, Xenon",,1,Diesel,Manual,Hatchback,A3,8160,30188.474086561586
7830,Audi TT Roadster 1.8 5V Turbo Airco * Lm velgen * Stoelverwarming * Leer,,19,Petrol,Manual,Cabriolet,TT,178548,6821.266666666666
7831,"Audi A3 Limousine 1.4 TFSI S-Edition [S-Line] s-tronic , Navi, Audi Drive Select, ECC, LMV",,5,Petrol,Automatic,Sedan,A3,75911,23293.183333333334
7832,Audi Q2 1.0 TFSI Edition #1 85 kW / 116 pk,,1,Petrol,Automatic,SUV,Q2,0,42252.942052272585
7833,Audi A5 CABRIOLET 1.8 TFSI MULTI-TRONIC OPENDAYS,,3,Petrol,Automatic,Cabriolet,A5,34849,39646.183333333334
7834,Audi A6 Allroad 3.0 245PK quattro alle opties,,6,Diesel,Automatic,SUV,A6,139980,31922.9
7835,Audi A6 Avant 2.0 TDI Advance MMI Navigatie  - Milano Leder - Xenon Led - Trekhaak,,7,Diesel,Manual,Station wagon,A6,277455,14592.8
7836,Audi A7 Sportback 55 TDI quattro Pro Line S,,1,Diesel,Automatic,Hatchback,A7,0,130088.25426935045
7837,Audi A3 1.0 TFSI 116PK PRO LINE,,2,Petrol,Manual,Hatchback,A3,25590,26229.366666666665
7838,Audi RS3 Sportback 2.5 TFSI 367pk S-tronic Quattro Pro Line Plus + Panoramadak + B&O Sound,,3,Petrol,Automatic,Hatchback,RS3,17919,64875.73333333333
7839,Audi A3 Cabriolet 1.8 TFSI 180PK S-tronic quattro Ambition Pro Line S | S-Line interieur/exterieur | Navigatie | Lederen bekleding | Adaptive Cruise Control | Bang & Olufsen sound | Keyless Entry | 18 inch lichtmetalen velgen | Parkeersensoren met achteruitrijcamera | Audi Pre Sense | Climatronic | Stoelverwarming | Nekvent,,4,Petrol,Automatic,Cabriolet,A3,32076,28744.183333333334
7840,Audi A4 1.6 Pro Line Business 102 Airco 177 dkm Nap,,13,Petrol,Manual,Sedan,A4,177232,6706.333333333333
7841,Audi A5 Sportback 2.0 TFSI MHEV Sport Pro Line Automaat,,1,Petrol,Automatic,Hatchback,A5,7737,60141.0
7842,"Audi A4 Avant 2.0 TDI PRO LINE BUSINESS AUTOMAAT ,AANBIEDING !!!!!!!!!!",,9,Diesel,Automatic,Station wagon,A4,214242,15090.083333333334
7843,Audi A3 1.4 TFSI Attraction Pro Line Plus - Automaat,,5,Petrol,Automatic,Hatchback,A3,113392,20947.766666666666
7844,Audi A6 2.0 TFSI Pro Line Business,,10,Petrol,Automatic,Station wagon,A6,173477,14163.583333333334
7845,Audi A4 Avant 2.0 TDI 150pk Lease Edition,,2,Diesel,Manual,Station wagon,A4,10000,34047.625
7846,Audi A1 1.6 TDI ATTRACTION PRO LINE BUSINESS Geen import! / Navi/ Clima/ PDC,,8,Diesel,Manual,Hatchback,A1,129953,10366.5
7847,Audi A6 Avant 3.0 TDI 218PK QUATTRO S-LINE / PANO-DAK / FULL-OPTIONS,,4,Diesel,Automatic,Station wagon,A6,116412,48662.46666666667
7848,Audi A6 Avant 2.4 Pro Line - Automaat,,12,Petrol,Automatic,Station wagon,A6,210886,8613.033333333333
7849,Audi Q2 1.4 TFSI 150PK S-tronic COD Sport | S-Line interieur/exterieur | Navigatie | Stoelverwarming | Cruise Control | Climatronic | 18 inch lichtmetalen velgen | Verlengde fabrieksgarantie t/m 28-6-2020 of 90.000 km | Audi Connect | Parkeersensoren achter | Stuurschakeling | Multifunctioneel le,,2,Petrol,Automatic,SUV,Q2,32523,34520.666666666664
7850,"Audi A6 Avant 1.8 TFSI 190pk Automaat Navigatie Xenon 18"" Lm-velgen",,2,Petrol,Automatic,Station wagon,A6,28871,53093.88333333333
7851,Audi A8 50 TDI 286 Pk. QUATTRO -4WD/Matrix LED/Pan.Dak-,,1,Diesel,Automatic,Sedan,A8,5500,135449.3139060939
7852,Audi A3 Sportback 30 TFSI 116 PK S-TRONIC S-LINE / OPTIEK ZWART / PRIVACY GLASS,,1,Petrol,Automatic,Hatchback,A3,0,41960.6792971421
7853,Audi A6 Avant 2.0 TDI 150 PK ADRENALIN SPORT S-TRONIC AUTOMAAT 2 x S-LINE - AUDI CONNECT - MMI NAVIGATIE PLUS incl. MMI TOUCH - 18 INCH LMV -,,3,Diesel,Automatic,Station wagon,A6,63226,48034.53333333333
7854,"Audi S4 Avant 3.0 TFSI 354PK QUATTRO PRO LINE PLUS HEADUP ACC LANE ASSIST VENTILATIE STOELEN MMI NAVIPLUS LM 19"" B&O SOUND",,2,Petrol,Automatic,Station wagon,S4,16520,63838.933333333334
7855,"Audi A6 Avant 1.8 Tfsi 190pk S-tronic Adrenalin S-LINE, Cruise control, Mmi navigatie, Telefoon, PDC",,3,Petrol,Automatic,Station wagon,A6,81083,48322.35
7856,Audi A3 1.8 TFSI 118KW SPORTBACK AUT,,9,Petrol,Automatic,Hatchback,A3,192257,11329.533333333333
7857,"Audi A4 2.0 TDIE 135pk Bns. Ed. NAVI, 1E EIG, CLIMA, BLUETOOTH",,7,Diesel,Manual,Sedan,A4,135692,16864.2
7858,"Audi A4 Avant 2.0 TDI 150PK Sport MMI Navi, Elektrische Koffer, Xenon",,2,Diesel,Manual,Station wagon,A4,11353,33408.583333333336
7859,Audi A1 Sportback 1.2 TFSI Attraction,,5,Petrol,Manual,Hatchback,A1,93244,15778.95
7860,Audi Q5 New S line edition 2.0 185KW/252PK 7 vers. S-tronic Quattro,,1,Petrol,Automatic,SUV,Q5,0,81341.5328091149
7861,Audi A5 Sportback 1.8 TFSI Business Edition Navigatie - Xenon - Leder,,5,Petrol,Automatic,Hatchback,A5,107697,26191.916666666668
7862,Audi A3 Limousine 1.4 TFSI COD AMBITION PRO LINE S / AUTOMAAT,,4,Petrol,Automatic,Sedan,A3,63355,25879.183333333334
7863,Audi Q2 1.0 TFSI Design Pro Line S-Tronic,,2,Petrol,Automatic,SUV,Q2,27801,33301.65
7864,Audi Q7 Pro Line Plus 5+2 3.0 TDI 150kw/204pk quattro Tiptronic,,6,Diesel,Automatic,SUV,Q7,104773,40000.583333333336
7865,Audi A4 Avant 3.2 FSI 256PK Automaat Quattro S-Line Navi/Sportstoelen/Xenon,,14,Petrol,Automatic,Station wagon,A4,211118,6708.7
7866,Audi Cabriolet A3 1.5 TFSI CoD Sport S Line Edition 110 kW / 150 pk .,,1,Petrol,Automatic,Cabriolet, A3,0,66555.22089515829
7867,Audi A2 1.4 TDI climatronic,,16,Diesel,Manual,Sedan,A2,171519,5142.5
7868,Audi S3 2.0 TFSI S3 Quattro Magnetic Ride Bang & Olufsen,,5,Petrol,Automatic,Cabriolet,S3,59388,40274.066666666666
7869,Audi A3 Limousine 1.4 TFSI 150 pk Ambiente Aut. Navi Leder Xenon Pdc,,5,Petrol,Automatic,Sedan,A3,77217,24769.083333333332
7870,"Audi Q5 2.0 TDI 177PK S-Line Automaat XENON/LEER/NAVI/21""INCH",,5,Diesel,Automatic,SUV,Q5,107813,34877.833333333336
7871,Audi A4 Avant 2.0 TFSI 190pk Ultra Sport Pro Line Navigatie | Xenon | Parkeersensoren achter | Audi Drive Select | Xenon | Sportstoelen | Adaptive Cruise Control,,3,Petrol,Automatic,Station wagon,A4,35173,37229.5
7872,Audi A3 1.2 TFSI 105pk Attraction Advance Navi/Clima/Cruise,,7,Petrol,Manual,Hatchback,A3,223480,10116.316666666668
7873,Audi SQ7 4.0 TDI QUATTRO PRO LINE + | 7P | Panoramadak | Bose | Black-Pack,,2,Diesel,Automatic,SUV,SQ7,33500,124021.45
7874,Audi Q5 3.0 TFSI Quattro Pro Line S-Line - Adaptive cruise control,,7,Petrol,Automatic,SUV,Q5,41332,35301.816666666666
7875,Audi A6 Avant 1.8 TFSI 190pk ultra s-tronic Advance Sport,,1,Petrol,Automatic,Station wagon,A6,0,56636.54343996001
7876,Audi A8 3.0 TDI quattro Pro Line+,,6,Diesel,Automatic,Sedan,A8,142035,35787.433333333334
7877,Audi A4 2.7 V6 TDI Advance Multitronic,,12,Diesel,Automatic,Station wagon,A4,342209,6836.5
7878,Audi RS6,,11,Petrol,Automatic,Station wagon,RS6,121418,38078.46666666667
7879,"Audi A6 2.5 TDI EXPORT 165pk Pro Line Automaat, Airco, 1/2 Leder, Parkeersensor V",,16,Diesel,Automatic,Sedan,A6,341867,3183.233333333333
7880,Audi TT 1.8 TFSI S-Line Automaat - Drive Select 100% onderhouden label,,4,Petrol,Automatic,Coupe,TT,42431,38118.95
7881,Audi A5 Sportback 1.4 TFSI Sport S-line Edition S-tronic,,1,Petrol,Automatic,Hatchback,A5,0,58238.0792900887
7882,Audi Q5 2.0 TFSI quattro 252pk Sport S Line Edition,,1,Petrol,Automatic,SUV,Q5,0,81341.5328091149
7883,Audi TT 1.8 5V TURBO,,21,Petrol,Manual,Coupe,TT,269590,3890.0833333333335
7884,Audi A6 Avant 2.8 FSI quattro Business Edition 204-Pk,,5,Petrol,Automatic,Station wagon,A6,81794,34186.88333333333
7885,Audi Q3 2.0 TDI Nieuw Model! Xenon Leder Navi Actie!,,4,Diesel,Manual,SUV,Q3,153472,23873.65
7886,Audi A6 2.0 TFSI LEER NAVI 2e EIGENAAR,,9,Petrol,Automatic,Sedan,A6,175413,16607.183333333334
7887,Audi A4 Allroad 2.0 TDI 177pk S-Tronic QUATTRO Pro Line Xenon Ecc Pdc Leer Trekhaak Navigatie,,7,Diesel,Automatic,Station wagon,A4,143413,19879.033333333333
7888,Audi A4 Avant 1.8 TFSI S Edition / S-LINE interieur + exterieur / 1e eigenaar / Audi dealer onderhouden,,4,Petrol,Automatic,Station wagon,A4,93086,27988.416666666668
7889,Audi Q5 2.0 TFSI Quattro S-Tronic Leder Xenon Navi,,10,Petrol,Automatic,Hatchback,Q5,143469,22421.316666666666
7890,Audi Q3 1.4 TFSi Sport 2x S-line Pano LED Audi Q3 1.4 TFSi (110 kW) Sport 2x S-line Pano LED,,1,Petrol,Automatic,SUV,Q3,1016,52376.44790791159
7891,Audi A1 1.2 TFSI Pdc achter Onderhoudsboekjes,,6,Petrol,Manual,Hatchback,A1,23551,18813.516666666666
7892,Audi A3 Sportback 2.0 TFSI S3 QUATTRO S-TRONIC 265PK PANORAMA CLIMA XENON/LED PDC BOSE LEDER NAVIGATIE,,10,Petrol,Automatic,Hatchback,A3,139785,10351.133333333333
7893,Audi A1 Sportback 1.0 TFSI 95PK Adrenalin | S-Line exterieur | Navigatie | Airconditioning | Cruise Control | LED achterlichten | 17 inch lichtmetalen velgen | Multifunctioneel lederen sportstuur | Elektrische ramen | Radio CD/MP3 speler | In hoogte verstelbare voorstoelen,,4,Petrol,Manual,Hatchback,A1,29097,17210.766666666666
7894,"Audi A6 Avant 2.0 TFSI 180pk Aut. S-Line (Groot Navi,Bose,Led)",,4,Petrol,Automatic,Station wagon,A6,56919,38373.15
7895,Audi A4 1.8 TFSI Pro L. bns,,11,Petrol,Manual,Sedan,A4,144621,10479.366666666667
7896,Audi A3 Sportback 1.9 TDI Ambiente Pro Line,,11,Diesel,Manual,Hatchback,A3,222242,7804.966666666666
7897,Audi Q5 2.0 TFSI QUATTRO PRO LINE 1 EIGENAAR/NL AUTO/AFLEVERING MET NIEUWE APK.,,9,Petrol,Manual,SUV,Q5,159604,15829.183333333332
7898,Audi A1 Sportback 30 TFSI Edition one 85 kW / 116 pk,,0,Petrol,Manual,Hatchback,A1,0,32568.056175660055
7899,"Audi Q7 3.0 TDI V6 Quattro Pro Line, TipTronic Keyless Panorama dak. Grijs kenteken.",,4,Diesel,Automatic,SUV,Q7,125499,60496.0
7900,Audi A3 Sportback 2.0 TDI ATTRACTION S-LINE *PANO+1/2LEDER+NAVI+PDC+ECC+CRUISE*,,13,Diesel,Manual,Hatchback,A3,228177,4920.65
7901,Audi A6 2.0 TDI ultra Business Edition Nw model! Keyles entry Navi Xenon 190PK! Zondag a.s. open!,,3,Diesel,Automatic,Sedan,A6,50521,40879.183333333334
7902,Audi Q8 50 TDI 286pk Tiptronic Quattro Pro Line S + B&O Sound + Panoramadak + Standkachel,,1,Diesel,Automatic,SUV,Q8,5784,129067.38462301588
7903,Audi A6 2.5 V6 TDI ADVANCE leder schuifdak climate&cruise control youngtimer,,17,Diesel,Automatic,Sedan,A6,292805,2620.866666666667
7904,"Audi A3 Sportback 1.5 TFSI 150pk aut. Pro Line -ACC/MMI+/Virtual Cockpit- Nieuwprijs 45.350,-",,2,Petrol,Automatic,Hatchback,A3,12840,33058.53333333333
7905,Audi A6 Avant 3.0 TDI BIT quattro Pro Line Plus,,7,Diesel,Automatic,Station wagon,A6,127221,24507.216666666667
7906,"Audi A5 Sportback 2.0 TDI 150PK PRO LINE Autom, Xenon Led, Navi, Sportseats, ECC, LMV",,5,Diesel,Automatic,Hatchback,A5,141239,26508.583333333332
7907,Audi A4 Avant 1.8 TFSI 170pk Pro Line / Xenon / Navigatie / Trekhaak,,7,Petrol,Manual,Station wagon,A4,158666,16020.0
7908,Audi A1 1.4 TFSI Ambition Automaat/Panoramadak/Navigatie,,5,Petrol,Automatic,Hatchback,A1,45378,19891.716666666667
7909,Audi A3 Sportback 1.2 TFSI 110pk ADRENALIN S-line Parkeersensoren achter / S-Line exterieur pakket / MMI Navigatie / 16 Inch LM velgen,,3,Petrol,Manual,Hatchback,A3,39048,24331.066666666666
7910,"Audi A1 1.4 TFSI PRO LINE S [S-LINE], Hleer, Navi, Xenon Led, LMV, Full",,8,Petrol,Manual,Hatchback,A1,125765,11188.983333333334
7911,Audi Q5 2.0 TFSI 252pk S-tronic Quattro S-Line Edition + Luchtvering + Virtual Cockpit,,1,Petrol,Automatic,SUV,Q5,0,81341.5328091149
7912,Audi A1 SPORTBACK 1.4TDI 90PK PRO LINE / NAVIGATIE / CLIMATRONIC / 15'',,4,Diesel,Manual,Hatchback,A1,62604,14503.383333333333
7913,Audi A1 1.4 Tfsi 90kW Pro Line S-Line Xenon/Led/Navi/Ecc/Pdc/Bose,,6,Petrol,Manual,Hatchback,A1,81390,14482.316666666668
7914,Audi 80 Quattro 5-Cylinder 10V 136pk,,35,Petrol,Manual,Sedan,A80,74890,4692.566666666667
7915,Audi A1 Sportback 1.0 TFSI 95pk Advance Sport,,1,Petrol,Manual,Hatchback,A1,0,27813.002916440248
7916,Audi A3 Sportback 1.2 TFSI AUT Att. Pro Line+ | NAVI | XENON!,,5,Petrol,Automatic,Hatchback,A3,58994,25673.1
7917,Audi A1 1.0 TFSI 70KW SPORTBACK S-TR,,4,Petrol,Automatic,Hatchback,A1,62170,19462.2
7918,Audi S4 Audi S4 4.2 V8 quattro Advance AUTM. SCHUIFDAK/NAVI/RECARO,,14,Petrol,Automatic,Station wagon,S4,156805,14687.983333333334
7919,"Audi A5 Sportback | Nu inclusief € 2.000,- Voordeel | 2.0 TFSI S-tronic Pro Line S-line Edition S-Tronic",,1,Petrol,Automatic,Hatchback,A5,0,58238.0792900887
7920,Audi A3 1.9 TDI Attraction Pro Line Business,,12,Diesel,Manual,Hatchback,A3,285491,5247.2
7921,Audi A3 2.0 TDI AMBITION,,9,Diesel,Manual,Hatchback,A3,202952,8054.333333333333
