index,car description,price (euro),age (year),fuel type,transmission,bodystyle,car model,mileage (km)
183,Audi A5 Coupé 2.0 TFSI 180pk Pro Line Business + MMI Navigatie + Climate Control,18850.0,8,Petrol,Manual,Coupe,A5,79966
184,Audi A4 1.8 TFSI Pro Line Business,11500.0,11,Petrol,Manual,Sedan,A4,112000
185,"Audi A8 3.0 TDi 258pk Tiptronic Quattro Pro Line+ | Euro 6 | Navi | Leder | Camera | 19"" velgen | LED",41900.0,5,Diesel,Automatic,Sedan,A8,70191
186,Audi A4 2.0 TDI 150pk S-tronic Sport Lease Edition,51400.0,1,Diesel,Automatic,Sedan,A4,0
187,Audi Q2 1.0 TFSI S-Tronic Pro-Line | Full-LED | Navi | 116PK | 2017 Automaat,32300.0,2,Petrol,Automatic,SUV,Q2,8935
188,Audi A4 Avant 2.0 TDIe Pro Line Business Navigatie/Trekhaak afneembaar/Rijklaar/nieuwe distributie.,12000.0,7,Diesel,Manual,Station wagon,A4,211588
189,Audi A3 1.6 TDI Attraction Pro Line Business dealer ond.,6300.0,8,Diesel,Manual,Hatchback,A3,248513
190,Audi A1 1.4 TFSI Ambition Pro Line Business 122 PK Navi Trekhaak,9900.0,9,Petrol,Manual,Hatchback,A1,149412
191,"Audi A1 Sportback 1.0 TFSI 95pk Advance Sport, uw voordeel is € 1.950,-",26650.0,1,Petrol,Manual,Hatchback,A1,0
192,Audi A1 Sportback 95 pk Advance,24650.0,1,Petrol,Manual,Hatchback,A1,500
193,Audi RS5 4.2 FSI 450pk Quattro Leer/Nav/TV/Panoramadak,52400.0,7,Petrol,Automatic,Coupe,RS5,78542
194,Audi A3 Limousine 1.4 TFSI CoD Sport Pro Line S Facelift,29900.0,3,Petrol,Manual,Sedan,A3,19027
195,Audi A3 1.6 TDI Ambition Pro Line,6800.0,9,Diesel,Manual,Hatchback,A3,199000
196,"Audi A5 Sportback 2.0 TFSI 190pk MHEV SPORT S-LINE EDITION Automaat ""Zwart Optiek"" Virtual Cockpit / MMI Navigatie Plus / Panorama dak / B&O Soundsysteem 19 Inch LM Velgen",61900.0,1,Petrol,Automatic,Hatchback,A5,10000
197,Audi A1 Sportback 30 TFSI 116pk EPIC | Virtual Cockpit | Contrastpakket 2 - Zwart | NIEUW MODEL | *NIEUW* (558620),29400.0,1,Petrol,Manual,Hatchback,A1,0
198,Audi A1 Sportback 1.0 TFSI 95pk Sport Adrenalin 6 maanden garantie en uitgebreide afleverbeurt,18500.0,3,Petrol,Manual,Hatchback,A1,21988
199,Audi A4 3.0 TDI Sport Pro Line S 218PK,41900.0,3,Diesel,Automatic,Sedan,A4,27337
200,Audi A7 Sportback 50 TDI 286pk tiptronic quattro Pro Line S,136450.0,1,Diesel,Automatic,Hatchback,A7,0
201,Audi A3 Sportback 1.5 TFSI CoD Lease Edition 7-versn. S-Tronic,36600.0,2,Petrol,Automatic,Hatchback,A3,18100
202,Audi A1 Sportback 30 TFSI 116pk Pro Line,28200.0,1,Petrol,Manual,Hatchback,A1,0
203,Audi A4 Avant 2.0 TDi 04-2013 ::::: Navi Chroom TH ::::,13100.0,6,Diesel,Manual,Station wagon,A4,177042
204,Audi A5 Sportback 40 TFSI Sport S-line Edition 140 kW / 190 pk,60650.0,0,Petrol,Automatic,Hatchback,A5,0
205,Audi A4 S line edition 35 TFSI S tronic 150 pk,52400.0,1,Petrol,Automatic,Sedan,A4,0
206,Audi A3 Sportback 2.0 TFSI 310PK S3 QUATTRO PRO LINE PLUS FABRIEKSGARANTIE t/m 28-09-2021,44000.0,3,Petrol,Manual,Hatchback,A3,25944
207,Audi A3 Sportback 1.8 TFSI 160 PK 5DRS ATTRACTION PRO LINE / AIRCO-ECC / LM-VELGEN / CRUISE-CTR. / PDC V+A / ELEK. STOELEN VOOR,10500.0,8,Petrol,Manual,Hatchback,A3,184714
208,Audi Q2 1.4 TFSI CoD 150pk S-tronic Sport Pro Line S,44000.0,1,Petrol,Automatic,SUV,Q2,0
209,Audi A3 Limousine Adrenalin 1.6 TDI 81kw/110pk S-tronic 7,28300.0,3,Diesel,Automatic,Sedan,A3,75159
210,Audi A1 Sportback 1.0 TFSI Design Adrenalin S-Line,19800.0,3,Petrol,Manual,Hatchback,A1,32996
211,Audi A7 Sportback 3.0 TDI 320 PK BIT QUATTRO |AUDI EXCLUSIVE|LUCHTVERING|MATRIX LED|INTERIEURVOORVERWARMING-VENTILATIE,65050.0,3,Diesel,Automatic,Hatchback,A7,25963
212,"Audi A3 Sportback 1.4 TFSI PRO LINE Plus, ECC, LMV, Slechts 74dkm!",15650.0,9,Petrol,Manual,Hatchback,A3,74024
213,Audi A6 1.8 TFSI Ultra 190pk S Tronic Lease Edition,45050.0,1,Petrol,Automatic,Sedan,A6,17350
214,Audi Q5 2.0 TDI quattro 190pk S-tronic Sport Pro Line,62950.0,1,Diesel,Automatic,SUV,Q5,14198
215,Audi Q2 1.0 TFSI 116pk Sport,40600.0,0,Petrol,Manual,Hatchback,Q2,0
216,Audi A5 Sportback 1.8 TFSI PRO LINE S,19300.0,7,Petrol,Manual,Hatchback,A5,188682
217,Audi A6 Allroad 3.0 TDI 320pk BiT quattro Tiptronic Quattro Edition,104800.0,1,Diesel,Automatic,Station wagon,A6,0
218,Audi A3 Cabriolet 2.0 TFSI 310PK S3 quattro Pro Line Plus | Navigatie MMI+ | Audi Virtual Cockpit | LED | Audi Design Selection interieur | Bang & Olufsen sound | Magnetic Ride | Verlengde garantie t/m 3-1-2021 of 100.000 km | Keyless Entry | 19 inch lichtmetalen velgen | Standkachel | Stoelverwarming | Nekventi,55600.0,2,Petrol,Automatic,Cabriolet,A3,40866
219,Audi Q3 1.4 TFSI 150PK Pro Line S-tronic/Xenon/Stoelverw./Navi,29250.0,5,Petrol,Automatic,SUV,Q3,70874
220,Audi A4 2.0 TDI 150pk H6 2x S-Line Pro LIne S Xenon Ecc Pdc Leer Navigatie,26200.0,5,Diesel,Manual,Sedan,A4,76490
221,Audi A3 Sportback 1.5 TFSI 150pk S-tronic CoD Sport + MMI Navigatie,35650.0,1,Petrol,Automatic,Hatchback,A3,11008
222,"Audi A1 SPORTBACK 1.4 TDI ULTRA 5-DRS NAVI,CLIMA,PDC",15950.0,4,Diesel,Manual,Hatchback,A1,87244
223,Audi A5 3.0 TDI 239PK SPORTB. QUAT. S-TR / NAVI / PDC / CARKIT /,22000.0,9,Diesel,Automatic,Hatchback,A5,100408
224,Audi A6 Avant 2.4 5V quattro Pro Line,3100.0,15,Petrol,Automatic,Station wagon,A6,245383
225,Audi A4 1.8 TFSIe Limited S- line,20350.0,5,Petrol,Manual,Sedan,A4,112405
226,Audi A5 Cabriolet 2.0 TFSI Quattro,20950.0,9,Petrol,Automatic,Cabriolet,A5,108250
227,"Audi A8 3.3 V8 TDI quattro Exclusive AUT, Leder, Cruise, Navi, Trekhaak Bijtellingsvriendelijk!",12550.0,18,Diesel,Automatic,Sedan,A8,186000
228,Audi A1 Sportback 1.6 TDI 90pk AMBITION Pro Line Airco Navigatie 5drs.,12550.0,7,Diesel,Manual,Hatchback,A1,135994
229,Audi A3 Limousine 1.4 TFSI CoD 150Pk S-Line S-Tronic automaat! 1e Eig|NL|Led|NAVI|BT|Xenon|LM 19inch,25150.0,4,Petrol,Automatic,Sedan,A3,97232
230,Audi RS6 Avant 5.0-V10TFSi Q4 ProLine Plus,44000.0,10,Petrol,Automatic,Station wagon,RS6,96359
231,Audi A1 Sportback 1.4 TFSI 125PK Pro Line | Navigatie | Trekhaak afneembaar | Airconditioning | Cruise Control | Multifunctioneel lederen stuurwiel | Elektrische ramen | Telefoonvoorbereiding | Radio CD/MP3 speler | In hoogte verstelbare voorstoelen | Elektrisch verstel- en verwarmbare buitenspie,18300.0,4,Petrol,Manual,Hatchback,A1,58872
232,Audi A4 Avant 1.4 TFSI 150pk S tronic Lease Edition,50550.0,0,Petrol,Automatic,Station wagon,A4,0
233,Audi Q3 1.4 TFSI CoD Advance Sport S tronic 150 pk,44400.0,1,Petrol,Automatic,SUV,Q3,0
234,"Audi A5 Sportback 2.0 TFSI QUATTRO S EDITION Automaat,18inch,Navi,Cruise,Xenon 1e eigenaar",27250.0,6,Petrol,Automatic,Hatchback,A5,128435
235,Audi A4 Avant 2.0 TDi S-Line 04-2013 ::::: Xenon Navi LED Chroom :::::,15600.0,6,Diesel,Manual,Station wagon,A4,166179
236,Audi A3 1.6 TDI ultra Edition,14450.0,5,Diesel,Manual,Hatchback,A3,110473
237,"Audi A3 Limousine 1.5 TFSI CoD Sport S-Tronic, Xenon, Drive select,",31450.0,1,Petrol,Automatic,Sedan,A3,11413
238,Audi A4 AVANT 1.8 TFSI 120PK PRO LINE,15700.0,8,Petrol,Manual,Station wagon,A4,100240
239,Audi A4 Avant 2.0 TDI Business Edition ULTRA ADVANCE Inclusief Afleveringskosten,19900.0,4,Diesel,Manual,Station wagon,A4,100755
240,Audi A1 Sportback 1.0TFSi 95pk Adrenalin AUTOMAAT-/S-Tronic | Connectivity pakket | Color Pakket | 3-Zits Achterbank | Audi +2 Assusrance t/m 03-2022 of 100.000km,25700.0,1,Petrol,Automatic,Hatchback,A1,9593
241,Audi A6 S6 4.2 V8 5V Quattro Exclusive Youngtimer 4.2 V8,9400.0,16,Petrol,Automatic,Sedan,A6,244417
242,"Audi A5 Sportback 2.0 TDi 163pk Pro Line S Bi-Xenon, 2x S-Line, Full Map Navi, Sportstoelen, Half Leder",19900.0,6,Diesel,Manual,Hatchback,A5,129130
243,Audi TT COUPÉ 2.0 TFSI PRO LINE,18400.0,10,Petrol,Manual,Coupe,TT,85796
244,Audi A3 Sportback 116pk S-line Edition,36200.0,2,Petrol,Manual,Hatchback,A3,500
245,Audi A6 Avant 3.0 TDI Bi-Turbo 326PK Competition Quattro Valcona Leder Pano Memory Lane Assist Drive Select Navi Lmv'20,52400.0,3,Diesel,Automatic,Station wagon,A6,88256
246,Audi RS3 2.5 367PK SPORTBACK 2.5 TFSI QUATTRO (PANO),55100.0,4,Petrol,Automatic,Hatchback,RS3,44655
247,Audi SQ7 4.0 TDI 435pk Quattro Pro line Plus -Full options-,120650.0,3,Diesel,Automatic,Hatchback,SQ7,31745
248,"Audi A3 Sportback 1.5 TFSI 150PK Automaat S Line Edition / Navi / LED  / Panorama Dak / Clima / Optiek pakket zwart / Bluetooth / S-Line / Cruise Control / Afgevlakt Lederen Stuur / 18"" Velgen",47150.0,1,Petrol,Automatic,Hatchback,A3,0
249,Audi A1 1.4 TFSI SPORT S-Line Clima Bose Navi Stoelverw Led-Xenon 2017.,20950.0,2,Petrol,Manual,Hatchback,A1,12184
250,Audi A3 Limousine 1.6 TDI Sport Lease Edition | Nieuwstaat | Automaat,30350.0,1,Diesel,Automatic,Sedan,A3,10977
251,Audi A4 Avant 3.0TFSI S4 QUATTRO B&O/PANO/ELEK.AKLEP/DRIVE-SELECT,19850.0,10,Petrol,Automatic,Station wagon,A4,217225
252,Audi Q5 2.0 TDI quattro Sport Edition *NAVI/CLIMA* (VMO),45050.0,4,Diesel,Manual,SUV,Q5,78341
253,Audi A3 Sportback 1.6 TDI ATTRACTION PRO LINE + NAVIGATIE,8850.0,9,Diesel,Manual,Hatchback,A3,196086
254,Audi Cabriolet A5 3.0 TDI QUATTRO PRO LINE Audi Drive Select - B&O .,19700.0,10,Diesel,Automatic,Cabriolet, A5,159995
255,Audi A6 Avant 2.0 TDi 08-2013 ::::: Xenon Leder Navi LED Chroom ::::,20500.0,6,Diesel,Manual,Station wagon,A6,137495
256,"Audi Q5 2.0 TDI quattro Sport 190Pk! Virtual cockpit, Drive Select,",55600.0,1,Diesel,Automatic,SUV,Q5,3556
257,Audi A1 Sportback TFSI PRO-LINE BUSINESS NAVI/ECC/PDC,13600.0,7,Petrol,Manual,Hatchback,A1,87935
258,Audi A4 2.7 TDI 190PK V6 MULTITRONIC S-Line panoramadak 2008,10450.0,11,Diesel,Automatic,Sedan,A4,230000
259,Audi A5 Sportback 2.0 TFSI MHEV Sport S-line Edition 140 kW / 190 pk,65350.0,1,Petrol,Automatic,Hatchback,A5,0
260,Audi A6 Avant 2.0 TDI ultra Business Edition 190PK Navi/Camera Acc Bliss Lane Assist,31500.0,4,Diesel,Automatic,Station wagon,A6,99895
261,Audi S8 5.2 V10 / Pro-line / Qauttro / Keramische remmen,19150.0,13,Petrol,Automatic,Sedan,S8,199789
262,"Audi A3 Sportback 1.8 TFSI Ambition Pro Line S - AUTOMAAT, Navigatie, Adaptieve Cruise, Panoramadak, Leder, F1-Flippers, Airco/ECC, Parkeersensoren GERESERVEERD",23100.0,6,Petrol,Automatic,Hatchback,A3,59804
263,"Audi S8 4.0 TFSI Quattro Pro Line Plus, nachtzicht, BOSE, TV-functie, dealeroh",59800.0,6,Petrol,Automatic,Sedan,S8,53203
264,Audi A4 2.0 TFSI Pro L. bns|Trkhk|Dealerond.,11300.0,10,Petrol,Manual,Station wagon,A4,125900
265,Audi A1 Sportback 1.0 TFSI 95pk Advance Sport,26550.0,1,Petrol,Manual,Hatchback,A1,0
266,Audi A6 AVANT 3.0 TDI 245pk QUATTRO S-Line Aut. [ xenon panoramadak leder navi ],27750.0,7,Diesel,Automatic,Station wagon,A6,130923
267,Audi A3 Limousine 30 TFSI 116pk S-tronic S Line Edition,40300.0,1,Petrol,Automatic,Sedan,A3,0
268,Audi A3 Limousine 30 TFSI 116pk S tronic Lease Edition,40250.0,0,Petrol,Automatic,Sedan,A3,0
269,Audi A5 COUPE 1.8 TFSI Business [ Navi Xenon 1e eigenaar ],15700.0,7,Petrol,Manual,Coupe,A5,187097
270,Audi A5 Sportback 2.0 TFSI 190PK S-LINE EDITION | LED | Navigatie | Climate control | Cruise control,56500.0,1,Petrol,Automatic,Hatchback,A5,8000
271,Audi A4 Avant 1.8 Turbo Pro Line,5750.0,14,Petrol,Manual,Station wagon,A4,247037
272,Audi A6 Avant 2.0 TFSI Pro Line S S-Line Automaat 180pk! 2e Eig|NL|DLR|Panoramadak|BOSE|Leder|20inch,25150.0,7,Petrol,Automatic,Station wagon,A6,157173
273,Audi A6 Allroad 3.0 TDI 245 PK QUATTRO 20 INCH/LUCHTVERING,36650.0,6,Diesel,Automatic,Station wagon,A6,94425
274,Audi A3 Sportback 30 TFSI 116pk S Line Edition + LED Koplampen + Getint glas,37650.0,1,Petrol,Manual,Hatchback,A3,0
275,"Audi Q3 1.4 TFSI 150pk COD S-tronic Advance Sport | LED Koplampen | MMI Navigatie | S-line in- en exterieur | Elek. bedb. kofferklep | 18"" lichtmetaal |",48250.0,1,Petrol,Automatic,SUV,Q3,5000
276,Audi Q3 2.0 TDI PRO LINE 1E Eigenaar Nederlands Auto,19900.0,7,Diesel,Manual,SUV,Q3,134897
277,Audi A6 Avant 3.0 TDI BIT QUATTRO S-line Performance 235 kw / 320 pk Panorama,55100.0,4,Diesel,Automatic,Station wagon,A6,112774
278,Audi A4 2.0 TFSI Quattro,15650.0,9,Petrol,Manual,Sedan,A4,50284
279,Audi A6 AVANT 2.0 TDi 136pk BUSINESS EDIT. AUTOMAAT NAVI | STOELVERW.,11000.0,10,Diesel,Automatic,Station wagon,A6,182147
280,Audi A4 Avant | € 2.000 voordeel | 1.4 TFSI  S-Tronic Sport Lease Edition |,49200.0,1,Petrol,Automatic,Station wagon,A4,0
281,Audi Q5 2.0 TFSI quattro Sport Edition | PANORAMADAK | NAVI | XENON |,48250.0,3,Petrol,Automatic,SUV,Q5,62719
282,Audi Q5 3.0 TDI quattro,34100.0,10,Diesel,Automatic,SUV,Q5,230991
283,"Audi A3 Sportback 1.4 TFSI 122PK Automaat Ambition / Navi / Clima / Cruise Control / Parkeerhulp Plus / 17"" Velgen",20400.0,6,Petrol,Automatic,Hatchback,A3,81777
284,Audi Q2 1.6 TDI Sport Pro Line Aut.,42000.0,1,Diesel,Automatic,SUV,Q2,0
285,Audi A3 2.0 FSI AUTOMAAT AMBITION PRO LINE Youngtimer Leder Xenon Clima,7250.0,16,Petrol,Automatic,Hatchback,A3,172461
286,Audi A6 Avant 40 TDI Sport Launch edition 204 pk S tronic (vsb 22180),82600.0,1,Diesel,Automatic,Station wagon,A6,0
287,Audi Q3 1.4 TFSI CoD Sport Pro Line S Automaat 100% onderhouden label,36750.0,4,Petrol,Automatic,SUV,Q3,43091
288,Audi A3 Limousine 1.6 TDI 110pk Adrenalin Sport + MMI Navigatie + Xenon,23050.0,3,Diesel,Manual,Sedan,A3,71977
289,Audi A4 1.8 TFSI 120pk Pro Line Business,15600.0,9,Petrol,Manual,Sedan,A4,121834
290,Audi TT 1.8 5V Turbo,3850.0,20,Petrol,Manual,Coupe,TT,247800
291,Audi A3 Sportback 35 TFSI 150 PK S-TRONIC S-LINE / OPTIEK ZWART / PRIVACY GLAS,44000.0,1,Petrol,Automatic,Hatchback,A3,0
292,"Audi TT 1.8 TFSI Pro Line S 189,- p/m! (s-line,leer,xenon,adaptive cruise)",15100.0,8,Petrol,Manual,Coupe,TT,178133
293,Audi A4 Avant 1.6 Advance,1500.0,19,Petrol,Manual,Station wagon,A4,332696
294,Audi Q3 1.4 TFSi Sport 2x S-line Pano LED Audi Q3 1.4 TFSi (110 kW) Sport 2x S-line Pano LED,52400.0,1,Petrol,Automatic,SUV,Q3,888
295,Audi A3 Sportback 1.0 TFSI Design Pro Line Plus Virtual cockpit xenon,25150.0,2,Petrol,Manual,Hatchback,A3,14888
296,Audi A3 1.6 TDI Ambition Pro Line Automaat,13550.0,6,Diesel,Automatic,Hatchback,A3,148984
297,"Audi Q3 1.4 TFSI Sport S Line Edition , Navi, Xenon, Led,Pdc",26050.0,5,Petrol,Manual,SUV,Q3,113064
298,"Audi A6 Avant 40 TDI 204PK Automaat Launch Edition Business / Navi / Clima / Stoelverwarming / Lederen sportstuur / Zonwering achter / 19"" velgen",69300.0,1,Diesel,Automatic,Station wagon,A6,0
299,"Audi A3 1.6 AMBIENTE Airco L.M. 16"" Erg mooi!",4150.0,17,Petrol,Manual,Hatchback,A3,219224
300,"Audi A3 Sportback 2.0 Tfsi 190pk S-tronic Pro Line S Quattro, Mmi navigatie, Parkeersensoren, B&O sound",47200.0,1,Petrol,Automatic,Hatchback,A3,8568
301,Audi Q5 S Line Edition 2.0 TFSI S-tronic,90250.0,1,Petrol,Automatic,SUV,Q5,500
302,Audi A1 Sportback 1.0 TFSI 95pk Adrenalin,23050.0,1,Petrol,Manual,Hatchback,A1,0
303,Audi A8 4.2 FSI quattro 372pk tiptronic Pro Line+,34050.0,8,Petrol,Automatic,Sedan,A8,117533
304,Audi A1 Sportback 1.0 TFSI 95pk S-tronic Adrenalin S-Line,26350.0,1,Petrol,Automatic,Hatchback,A1,0
305,Audi A5 Sportback 2.0 TFSI S EDITION XENON NAVIGATIE LEDER SPORTSTOELEN S-LINE IN-EXTERIEUR,27750.0,6,Petrol,Automatic,Hatchback,A5,75104
306,Audi A3 1.4 TFSI ATTR. PRO LINE BUSINESS Navi Cruise Camera,9900.0,9,Petrol,Manual,Hatchback,A3,112455
307,Audi A6 Avant 2.0 TDI 136 PK Multitronic Pro-Line Business [ XENON+TREKHAAK ],24050.0,5,Diesel,Automatic,Station wagon,A6,64733
308,Audi A4 Avant 1.8 TFSI Business Edition Navigatie,19350.0,6,Petrol,Manual,Station wagon,A4,131255
309,Audi A6 Avant Launch edition sport 40 TDI Tiptronic 204 pk,81050.0,1,Diesel,Automatic,Station wagon,A6,0
310,Audi A7 Sportback 3.0 TFSI quattro Pro Line Plus NIGHTVIEW ACC NAVI 4-ZONE AIRCO,27050.0,8,Petrol,Automatic,Hatchback,A7,152182
311,Audi A7 sportback A7 Sportback 3.0 TDI Ultra S line edition,62500.0,2,Diesel,Automatic,Hatchback,A7,21834
312,Audi A3 Sportback 1.6 TDI Ambition Pro Line Plus | Adapt. Cruise | Leder/Alcantara bekl. | Keyless | MMI Navi Plus |,14950.0,5,Diesel,Manual,Hatchback,A3,154400
313,Audi A6 Allroad 3.0tdi biturbo premium edition quattro panorama nieuwstaat,39850.0,5,Diesel,Automatic,SUV,A6,91756
314,Audi A1 Sportback 1.0 TFSI Design Pro Line | Airco | Cruise | LM | Trekhaak |,16750.0,4,Petrol,Manual,Hatchback,A1,56070
315,"Audi Coupe A5 1.8 TFSI S Edition [S-LINE] 170pk Aut, Panodak, Hleer, Navi, Xenon, Full",26150.0,6,Petrol,Automatic,Coupe, A5,149566
316,Audi A3 Sportback 1.0 TFSI 116 PK LEASE EDITION / NAVI / LED / 17'',30350.0,1,Petrol,Manual,Hatchback,A3,25487
317,Audi A3 1.2 TFSI Attraction Advance | Nav | Xenon | trekh. | PDC | Slechts 47.698 km gereden,14900.0,6,Petrol,Manual,Hatchback,A3,47698
318,"Audi A4 Limousine 1.4 TFSI 150PK Automaat S Line Black Edition / Navi / Optiek pakket zwart / Bang & Olufsen / Virtual Cockpit / Panorama dak / Parkeerhulp Achter / Cruise control / Bluetooth / 19"" Velgen",54600.0,1,Petrol,Automatic,Sedan,A4,0
319,"Audi A5 Sportback 2.0 TFSI 190pk MHEV Sport S-line Edition S-Tronic, uw voordeel is € 4.500,-",51350.0,1,Petrol,Automatic,Hatchback,A5,0
320,Audi A3 1.6 Attraction,5250.0,13,Petrol,Manual,Hatchback,A3,188745
321,Audi A1 Sportback 30 TFSI 85 kW / 116 pk EPIC * NIEUW MODEL * SPORTSTOELEN * VOLAUTOMATISCH AIRCO * VSB7930,33300.0,1,Petrol,Manual,Hatchback,A1,0
322,Audi A3 Sportback 30 TDI S Line Black Technology,46000.0,1,Diesel,Automatic,Hatchback,A3,0
323,Audi A4 Avant 1.8 Turbo Advance /PDC/LMV/NAV/1e Eigenaar,9450.0,12,Petrol,Manual,Station wagon,A4,147857
324,"Audi Q2 1.0 TFSI Sport Pro Line S Garantie 07-2020! Automaat, Navi, LED, PDC, Cruisecontrol, Stoelverwarming",31250.0,2,Petrol,Automatic,SUV,Q2,12096
325,Audi A6 Avant 5.0 TFSI RS6 * AUDI EXCLUSIVE,52000.0,11,Petrol,Automatic,Station wagon,A6,86128
326,Audi A5 1.8 TFSI S-Tronic VOL OPTIES !!,38050.0,3,Petrol,Automatic,Cabriolet,A5,32429
327,Audi RS5 Coupé 4.2 FSI || Quattro || Originele NL auto,36700.0,8,Petrol,Automatic,Coupe,RS5,131265
328,Audi A4 2.7 TDI PRO LINE BUSINESS Automaat * 164.443 Km * Leer * Navi * Xenon / Led *,14650.0,9,Diesel,Automatic,Sedan,A4,164443
329,"Audi Q5 3.0 TDI quattro Pro Line S 245 PK Automaat, Leder, Navi, Camera, Etc..",32550.0,6,Diesel,Automatic,SUV,Q5,113880
330,"Audi A6 Avant S6 5.2 FSI V10 S6 Pro Line Milltek/Carbon/Bose/Nappa/Dak/20"" Aut6",24100.0,11,Petrol,Automatic,Station wagon,A6,176363
331,"Audi A8 4.2 FSI QUATTRO PRO LINE+ FULL OPTIONS Navigatie 21""LM-velgen, Originele Nederlandse auto Dealer onderhouden",27250.0,9,Petrol,Automatic,Sedan,A8,136164
332,"Audi A5 Sportback 2.0 TDI 190PK S-Tronic Sport Pro Line Virtual display, Leder, Led",49300.0,2,Diesel,Automatic,Hatchback,A5,6956
333,Audi A3 Limousine 2.0 TDI Ambiente Pro Line Plus,14100.0,5,Diesel,Manual,Sedan,A3,150753
334,Audi Cabriolet A3 1.8 TFSI Ambition Pro Line airco nw.staat,13050.0,9,Petrol,Manual,Cabriolet, A3,124852
335,Audi A4 Limousine 2.0 TDI Lease Edition,38750.0,2,Diesel,Manual,Sedan,A4,39000
336,"Audi A3 Sportback 1.4 TFSI S-Tronic S-Edition, NL-auto, 2e eig. Clima,",15700.0,7,Petrol,Automatic,Hatchback,A3,149669
337,Audi A6 Avant 2.0 TFSI 2x S-line 2014!,28950.0,5,Petrol,Automatic,Station wagon,A6,134970
338,Audi A6 AVANT 2.0 TDI ULTRA BNS ED.XEN/NAVI/LMV/PDC,24600.0,5,Diesel,Automatic,Station wagon,A6,71643
339,Audi A6 55 TFSI 340pk S-tronic Quattro Sport Pro Line S + Luchtvering + B&O Sound + Head-up Display,104950.0,1,Petrol,Automatic,Sedan,A6,7699
340,Audi TT 2.5 T TTRS,37000.0,8,Petrol,Automatic,Coupe,TT,110876
341,Audi A4 Limousine 1.4 TFSI 150PK Sport S line Edition Led koplampen / LEd achterlichten / Lendensteunen / Dyn. knipperlichten achter / Sportstoelen / zonneschermen achterportieren / 18 inch LM velgen,39800.0,1,Petrol,Automatic,Sedan,A4,20200
342,Audi A4 2.0 TDI ultra 136pk Avant Business Edition,19850.0,5,Diesel,Manual,Station wagon,A4,52208
343,Audi TT Roadster 1.8 5V Turbo Leder Airco Youngtimer Nette Staat,8350.0,16,Petrol,Manual,Cabriolet,TT,195726
344,"Audi A6 Avant 313pk BiT 50dkm! Quattro S-Line, Panodak / Led Kopl. /Standkachel / Bose / Memory.",41850.0,5,Diesel,Automatic,Station wagon,A6,50680
345,"Audi Q2 1.4 TFSI 150PK #LIMITED | LED, 18""Velgen, Stoelverwarming, Parkeersensoren, Navigatie, Etc.",37600.0,1,Petrol,Automatic,SUV,Q2,16398
346,"Audi A8 50 TDI 286 pk Pro Line Plus, WLTP VOORDEEL!! | OLED|TOUR|CITY|PANODAK|20INCH|4WIELbest.|Connect KEY|*NIEUW*(448966) quattro",155400.0,1,Diesel,Automatic,Sedan,A8,0
347,Audi A3 Sportback 1.6 TDI Ambition Pro Line plus Xenon/Navi/Ecc/Cr-Controle/Lmv,14200.0,6,Diesel,Manual,Hatchback,A3,154800
348,Audi A3 1.4 TFSI 140pk Ambition Navigatie Climate Control Cruise Control 200x Vw-Audi-Seat-Skoda,14600.0,6,Petrol,Manual,Hatchback,A3,149644
349,Audi Q5 2.0 TDI 170pk Quattro Xen Sportzetels Nav Trekh 2xPDC PRO LINE,15650.0,9,Diesel,Manual,SUV,Q5,262212
350,Audi A3 Sportback 35 TFSI 150 pk S-tronic S LINE EDITION * MMI NAV * OPTIEK PAKKET ZWART * PARKEERHULP ACHTER *,43050.0,1,Petrol,Automatic,Hatchback,A3,500
351,"Audi A5 Sportback 2.0 FSI MHEV 190PK Automaat S-line Edition / Navi / Clima / Panorama dak / Audi Sound / S-Line / LED / Afgevlakt lederen stuur / Cruise Control / 19"" Velgen",65400.0,1,Petrol,Automatic,Hatchback,A5,0
352,Audi A3 Sportback 3.2 V6 184kW Quattro,9950.0,13,Petrol,Manual,Hatchback,A3,156932
353,"Audi A4 Avant 1.4 TFSI 150PK S-line Black Edition | Matrix LED, Panoramadak, Bang&Olufsen, Virtual cockpit, Optiek zwart",48100.0,2,Petrol,Automatic,Station wagon,A4,4290
354,Audi Q8 50 TDI QUATTRO PRO LINE S,146950.0,1,Diesel,Automatic,SUV,Q8,0
355,Audi A6 LIMOUSINE 3.0TDI BiT 320PK QUATTRO / S-LINE,41900.0,4,Diesel,Automatic,Sedan,A6,117128
356,Audi A6 Avant 3.0 TDI BiT 326 pk Competition Matrix Pano Standkachel S-stoelen,56600.0,4,Diesel,Automatic,Station wagon,A6,59323
357,Audi S1 SPORTBACK QUATTRO 310 PK ABT Tuning,36650.0,4,Petrol,Manual,Hatchback,S1,26059
358,"Audi A1 1.2 TFSI Ambition Pro Line , MMI Navi, ECC, LMV , 90 dkm !",15650.0,7,Petrol,Manual,Hatchback,A1,90514
359,Audi A3 1.4 TFSI 125PK SPORTBACK PRO LINE S/ NAVI / XENON,13600.0,7,Petrol,Manual,Hatchback,A3,135411
360,Audi A6 Avant 2.0 TFSI Business Edition DEALER OND. BTW-AUTO !,12900.0,10,Petrol,Manual,Station wagon,A6,100537
361,Audi A4 2.0 TDI 122pk Sport Lease Edition,41950.0,1,Diesel,Manual,Sedan,A4,0
